"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"86967","2","5","2","5","5","1","6","1","3","1","blue-170","8,0,9,2,3,7,5,6,1,4","safe","blue","left","survey-likert","117","782805","0.0-4.0-0.0","75","high"
"46675","2","5","4","5","5","3","6","4","5","2","red-97","8,0,9,2,3,7,5,6,1,4","risky","red","right","survey-likert","118","831485","0.0-4.0-0.1","75","high"
