"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"81553","5","1","2","3","3","5","1","1","2","6","blue-45","5,1,6,7,2,4,3,8,0,9","safe","blue","right","survey-likert","117","1161335","0.0-4.0-0.0","98","low"
"37051","0","6","0","0","6","0","6","0","6","0","red-127","5,1,6,7,2,4,3,8,0,9","risky","red","left","survey-likert","118","1200392","0.0-4.0-0.1","98","low"
