"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"60182","2","5","1","5","1","0","0","6","5","5","red-117","3,4,8,5,2,0,1,6,7,9","safe","red","left","survey-likert","117","540371","0.0-4.0-0.0","110","low"
"43787","4","1","4","1","4","5","5","4","3","2","blue-22","3,4,8,5,2,0,1,6,7,9","risky","blue","right","survey-likert","118","586163","0.0-4.0-0.1","110","low"
