"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","73","53","2","purple-26","purple","14509","choice-task","29","588157","0.0-5.0-1.0-0.0","20","ml42o8og","low"
"2","free","93","73","2","red-201","red","27398","choice-task","61","724347","0.0-5.0-1.1-0.1","20","ml42o8og","low"
"3","fixed","17","17","1","orange-89","orange","4751","choice-task","68","757370","0.0-5.0-1.2-0.2","20","ml42o8og","low"
"4","free","30","50","1","blue-214","blue","1406","choice-task","92","823553","0.0-5.0-1.3-0.3","20","ml42o8og","low"
"5","fixed","59","79","1","green-96","green","2014","choice-task","104","858802","0.0-5.0-1.4-0.4","20","ml42o8og","low"
"6","free","114","114","1","yellow-209","yellow","19309","choice-task","129","942625","0.0-5.0-1.5-0.5","20","ml42o8og","low"
