"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","111","131","1","green-186","green","11094","choice-task","26","628435","0.0-5.0-1.0-0.0","94","5q73zodr","high"
"2","free","71","51","2","purple-125","purple","10719","choice-task","64","807779","0.0-5.0-1.1-0.1","94","5q73zodr","high"
"3","fixed","38","38","2","red-20","red","6582","choice-task","76","879673","0.0-5.0-1.2-0.2","94","5q73zodr","high"
"4","free","19","19","1","blue-36","blue","19302","choice-task","110","1004460","0.0-5.0-1.3-0.3","94","5q73zodr","high"
"5","fixed","96","76","2","orange-201","orange","14460","choice-task","117","1091087","0.0-5.0-1.4-0.4","94","5q73zodr","high"
"6","free","55","75","1","yellow-47","yellow","4190","choice-task","138","1155628","0.0-5.0-1.5-0.5","94","5q73zodr","high"
