"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","96","116","1","purple-164","purple","4495","choice-task","16","957134","0.0-5.0-1.0-0.0","98","wsryghhm","high"
"2","free","11","31","1","orange-33","orange","2758","choice-task","34","1046362","0.0-5.0-1.1-0.1","98","wsryghhm","high"
"3","fixed","73","53","2","red-72","red","7966","choice-task","41","1105056","0.0-5.0-1.2-0.2","98","wsryghhm","high"
"4","free","38","18","2","yellow-165","yellow","1687","choice-task","65","1163095","0.0-5.0-1.3-0.3","98","wsryghhm","high"
"5","fixed","117","117","1","green-27","green","3902","choice-task","87","1223630","0.0-5.0-1.4-0.4","98","wsryghhm","high"
"6","free","57","57","1","blue-207","blue","1742","choice-task","147","1339236","0.0-5.0-1.5-0.5","98","wsryghhm","high"
