"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","54","74","1","orange-93","orange","8678","choice-task","11","372591","0.0-5.0-1.0-0.0","32","swvpvws9","high"
"2","free","33","33","2","blue-165","blue","2158","choice-task","56","502669","0.0-5.0-1.1-0.1","32","swvpvws9","high"
"3","fixed","110","110","1","red-173","red","2821","choice-task","78","571971","0.0-5.0-1.2-0.2","32","swvpvws9","high"
"4","free","19","39","1","yellow-133","yellow","2934","choice-task","102","644283","0.0-5.0-1.3-0.3","32","swvpvws9","high"
"5","fixed","94","74","2","purple-219","purple","4870","choice-task","114","690618","0.0-5.0-1.4-0.4","32","swvpvws9","high"
"6","free","71","51","2","green-74","green","3142","choice-task","129","734033","0.0-5.0-1.5-0.5","32","swvpvws9","high"
