"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","12","-8","2","blue-46","blue","3414","choice-task","26","436369","0.0-5.0-1.0-0.0","100","pokq8zyb","high"
"2","free","79","99","1","purple-176","purple","1869","choice-task","69","569214","0.0-5.0-1.1-0.1","100","pokq8zyb","high"
"3","fixed","110","110","1","yellow-111","yellow","10290","choice-task","81","624706","0.0-5.0-1.2-0.2","100","pokq8zyb","high"
"4","free","99","79","1","green-125","green","5766","choice-task","113","703846","0.0-5.0-1.3-0.3","100","pokq8zyb","high"
"5","fixed","50","70","1","orange-106","orange","1849","choice-task","120","738049","0.0-5.0-1.4-0.4","100","pokq8zyb","high"
"6","free","30","30","2","red-194","red","4381","choice-task","151","804532","0.0-5.0-1.5-0.5","100","pokq8zyb","high"
