"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","37","37","1","blue-168","blue","11485","choice-task","11","406379","0.0-5.0-1.0-0.0","48","39gnpprh","low"
"2","free","71","91","1","green-198","green","1662","choice-task","24","478475","0.0-5.0-1.1-0.1","48","39gnpprh","low"
"3","fixed","96","76","2","yellow-158","yellow","1005","choice-task","46","530666","0.0-5.0-1.2-0.2","48","39gnpprh","low"
"4","free","16","-4","2","orange-57","orange","2839","choice-task","60","569154","0.0-5.0-1.3-0.3","48","39gnpprh","low"
"5","fixed","110","130","1","purple-161","purple","974","choice-task","72","597802","0.0-5.0-1.4-0.4","48","39gnpprh","low"
"6","free","54","54","1","red-170","red","5374","choice-task","98","648498","0.0-5.0-1.5-0.5","48","39gnpprh","low"
