"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","73","73","2","blue-108","blue","13230","choice-task","16","3187484","0.0-5.0-1.0-0.0","99","v0ly3yvb","low"
"2","free","30","50","1","purple-6","purple","1653","choice-task","48","3310435","0.0-5.0-1.1-0.1","99","v0ly3yvb","low"
"3","fixed","114","134","1","yellow-132","yellow","1486","choice-task","70","3368442","0.0-5.0-1.2-0.2","99","v0ly3yvb","low"
"4","free","19","-1","2","orange-85","orange","3694","choice-task","108","3453785","0.0-5.0-1.3-0.3","99","v0ly3yvb","low"
"5","fixed","50","30","1","green-54","green","2894","choice-task","115","3480249","0.0-5.0-1.4-0.4","99","v0ly3yvb","low"
"6","free","98","98","1","red-153","red","13994","choice-task","141","3550637","0.0-5.0-1.5-0.5","99","v0ly3yvb","low"
