"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","111","131","2","blue-33","blue","11143","choice-task","17","453208","0.0-5.0-1.0-0.0","10","r18tpgmh","low"
"2","free","19","-1","2","yellow-182","yellow","1126","choice-task","44","534503","0.0-5.0-1.1-0.1","10","r18tpgmh","low"
"3","fixed","30","10","2","orange-38","orange","6086","choice-task","66","595668","0.0-5.0-1.2-0.2","10","r18tpgmh","low"
"4","free","59","59","1","red-125","red","1070","choice-task","89","653107","0.0-5.0-1.3-0.3","10","r18tpgmh","low"
"5","fixed","78","78","1","green-30","green","6150","choice-task","101","703321","0.0-5.0-1.4-0.4","10","r18tpgmh","low"
"6","free","90","110","1","purple-64","purple","813","choice-task","125","753366","0.0-5.0-1.5-0.5","10","r18tpgmh","low"
