"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","14","-6","2","purple-210","purple","2966","choice-task","11","312252","0.0-5.0-1.0-0.0","25","clhfsez4","low"
"2","free","73","53","2","green-7","green","7422","choice-task","18","389400","0.0-5.0-1.1-0.1","25","clhfsez4","low"
"3","fixed","119","119","1","orange-30","orange","1239","choice-task","30","449171","0.0-5.0-1.2-0.2","25","clhfsez4","low"
"4","free","56","76","1","red-138","red","1517","choice-task","48","509871","0.0-5.0-1.3-0.3","25","clhfsez4","low"
"5","fixed","96","116","1","yellow-31","yellow","1214","choice-task","70","583106","0.0-5.0-1.4-0.4","25","clhfsez4","low"
"6","free","35","35","2","blue-77","blue","862","choice-task","79","635398","0.0-5.0-1.5-0.5","25","clhfsez4","low"
