"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","79","79","2","purple-211","purple","2326","choice-task","29","1429444","0.0-5.0-1.0-0.0","118","pwmrcwfp","high"
"2","free","32","12","2","orange-140","orange","1350","choice-task","35","1466961","0.0-5.0-1.1-0.1","118","pwmrcwfp","high"
"3","fixed","15","-5","2","red-68","red","1614","choice-task","47","1501785","0.0-5.0-1.2-0.2","118","pwmrcwfp","high"
"4","free","114","114","1","green-149","green","989","choice-task","51","1518201","0.0-5.0-1.3-0.3","118","pwmrcwfp","high"
"5","fixed","93","113","2","yellow-41","yellow","367","choice-task","73","1559070","0.0-5.0-1.4-0.4","118","pwmrcwfp","high"
"6","free","54","74","1","blue-218","blue","1494","choice-task","76","1578078","0.0-5.0-1.5-0.5","118","pwmrcwfp","high"
