"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","72","92","1","blue-121","blue","11158","choice-task","11","362919","0.0-5.0-1.0-0.0","84","4y972oem","high"
"2","free","96","76","2","yellow-142","yellow","1823","choice-task","24","449486","0.0-5.0-1.1-0.1","84","4y972oem","high"
"3","fixed","50","50","1","red-10","red","7638","choice-task","46","562001","0.0-5.0-1.2-0.2","84","4y972oem","high"
"4","free","38","58","1","green-217","green","4662","choice-task","66","643218","0.0-5.0-1.3-0.3","84","4y972oem","high"
"5","fixed","111","91","2","orange-11","orange","3198","choice-task","78","710718","0.0-5.0-1.4-0.4","84","4y972oem","high"
"6","free","18","18","1","purple-94","purple","5158","choice-task","101","786865","0.0-5.0-1.5-0.5","84","4y972oem","high"
