"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","55","75","1","blue-24","blue","3886","choice-task","16","426519","0.0-5.0-1.0-0.0","15","a2598rlv","high"
"2","free","92","92","1","purple-62","purple","3526","choice-task","38","526598","0.0-5.0-1.1-0.1","15","a2598rlv","high"
"3","fixed","14","14","1","red-140","red","7077","choice-task","45","592829","0.0-5.0-1.2-0.2","15","a2598rlv","high"
"4","free","30","50","1","green-170","green","3094","choice-task","66","681117","0.0-5.0-1.3-0.3","15","a2598rlv","high"
"5","fixed","113","93","2","orange-28","orange","6902","choice-task","88","758733","0.0-5.0-1.4-0.4","15","a2598rlv","high"
"6","free","71","51","1","yellow-162","yellow","33469","choice-task","129","916149","0.0-5.0-1.5-0.5","15","a2598rlv","high"
