"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","94","94","1","red-70","red","4190","choice-task","26","257241","0.0-5.0-1.0-0.0","96","7o2xfdkn","low"
"2","free","38","58","1","yellow-105","yellow","1190","choice-task","42","306960","0.0-5.0-1.1-0.1","96","7o2xfdkn","low"
"3","fixed","75","55","2","green-55","green","3886","choice-task","54","342480","0.0-5.0-1.2-0.2","96","7o2xfdkn","low"
"4","free","57","57","2","blue-168","blue","1558","choice-task","72","381823","0.0-5.0-1.3-0.3","96","7o2xfdkn","low"
"5","fixed","110","130","1","orange-36","orange","1671","choice-task","79","404151","0.0-5.0-1.4-0.4","96","7o2xfdkn","low"
"6","free","13","-7","2","purple-84","purple","4518","choice-task","97","445182","0.0-5.0-1.5-0.5","96","7o2xfdkn","low"
