"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","76","76","2","orange-85","orange","6310","choice-task","26","285062","0.0-5.0-1.0-0.0","106","g04dcvfx","low"
"2","free","92","72","2","red-164","red","1335","choice-task","38","335925","0.0-5.0-1.1-0.1","106","g04dcvfx","low"
"3","fixed","32","52","1","purple-208","purple","3278","choice-task","45","362597","0.0-5.0-1.2-0.2","106","g04dcvfx","low"
"4","free","111","131","1","blue-163","blue","1327","choice-task","62","397811","0.0-5.0-1.3-0.3","106","g04dcvfx","low"
"5","fixed","55","35","2","green-119","green","1310","choice-task","74","433707","0.0-5.0-1.4-0.4","106","g04dcvfx","low"
"6","free","12","12","1","yellow-43","yellow","1238","choice-task","88","464067","0.0-5.0-1.5-0.5","106","g04dcvfx","low"
