"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","78","98","1","green-8","green","4302","choice-task","14","461173","0.0-5.0-1.0-0.0","49","pml4uaew","low"
"2","free","32","52","1","red-155","red","1110","choice-task","27","525028","0.0-5.0-1.1-0.1","49","pml4uaew","low"
"3","fixed","93","93","2","orange-116","orange","2199","choice-task","39","566611","0.0-5.0-1.2-0.2","49","pml4uaew","low"
"4","free","16","-4","2","blue-55","blue","1229","choice-task","52","606603","0.0-5.0-1.3-0.3","49","pml4uaew","low"
"5","fixed","56","36","2","purple-115","purple","1495","choice-task","74","654380","0.0-5.0-1.4-0.4","49","pml4uaew","low"
"6","free","113","113","2","yellow-64","yellow","14798","choice-task","87","706380","0.0-5.0-1.5-0.5","49","pml4uaew","low"
