"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","78","78","2","blue-97","blue","6307","choice-task","16","2937919","0.0-5.0-1.0-0.0","72","jqcwmlgv","high"
"2","free","111","111","1","yellow-22","yellow","10582","choice-task","39","3089578","0.0-5.0-1.1-0.1","72","jqcwmlgv","high"
"3","fixed","96","116","1","orange-95","orange","9646","choice-task","46","3144055","0.0-5.0-1.2-0.2","72","jqcwmlgv","high"
"4","free","14","34","1","green-64","green","4382","choice-task","98","3397775","0.0-5.0-1.3-0.3","72","jqcwmlgv","high"
"5","fixed","50","30","2","purple-32","purple","10997","choice-task","120","3530857","0.0-5.0-1.4-0.4","72","jqcwmlgv","high"
"6","free","31","11","2","red-76","red","3769","choice-task","156","3669946","0.0-5.0-1.5-0.5","72","jqcwmlgv","high"
