"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","90","110","1","green-198","green","4653","choice-task","26","463099","0.0-5.0-1.0-0.0","22","j7l3khkq","low"
"2","free","56","76","1","purple-175","purple","18215","choice-task","41","571874","0.0-5.0-1.1-0.1","22","j7l3khkq","low"
"3","fixed","33","33","2","blue-92","blue","2693","choice-task","48","608170","0.0-5.0-1.2-0.2","22","j7l3khkq","low"
"4","free","119","119","2","red-75","red","1918","choice-task","67","679954","0.0-5.0-1.3-0.3","22","j7l3khkq","low"
"5","fixed","11","-9","1","yellow-218","yellow","10677","choice-task","79","738665","0.0-5.0-1.4-0.4","22","j7l3khkq","low"
"6","free","75","55","2","orange-8","orange","2197","choice-task","97","789665","0.0-5.0-1.5-0.5","22","j7l3khkq","low"
