"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","32","52","1","blue-210","blue","8261","choice-task","11","-29265","0.0-5.0-1.0-0.0","76","pe9suv47","low"
"2","free","12","32","1","green-200","green","2566","choice-task","36","45543","0.0-5.0-1.1-0.1","76","pe9suv47","low"
"3","fixed","70","50","2","yellow-156","yellow","1681","choice-task","48","88687","0.0-5.0-1.2-0.2","76","pe9suv47","low"
"4","free","114","114","1","purple-76","purple","3725","choice-task","78","145552","0.0-5.0-1.3-0.3","76","pe9suv47","low"
"5","fixed","93","93","1","orange-9","orange","1933","choice-task","100","202927","0.0-5.0-1.4-0.4","76","pe9suv47","low"
"6","free","56","36","2","red-35","red","3134","choice-task","134","266400","0.0-5.0-1.5-0.5","76","pe9suv47","low"
