"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","17","37","1","yellow-126","yellow","4598","choice-task","26","382436","0.0-5.0-1.0-0.0","62","mzlvsvc8","high"
"2","free","71","51","2","red-112","red","1102","choice-task","33","436491","0.0-5.0-1.1-0.1","62","mzlvsvc8","high"
"3","fixed","53","33","2","green-130","green","2926","choice-task","40","467537","0.0-5.0-1.2-0.2","62","mzlvsvc8","high"
"4","free","92","92","2","blue-109","blue","1878","choice-task","51","499785","0.0-5.0-1.3-0.3","62","mzlvsvc8","high"
"5","fixed","116","116","1","purple-67","purple","2294","choice-task","63","534759","0.0-5.0-1.4-0.4","62","mzlvsvc8","high"
"6","free","31","51","1","orange-48","orange","1174","choice-task","77","570279","0.0-5.0-1.5-0.5","62","mzlvsvc8","high"
