"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","77","77","2","purple-220","purple","5190","choice-task","26","398768","0.0-5.0-1.0-0.0","83","n4dp5nty","low"
"2","free","111","91","2","green-95","green","2302","choice-task","42","447654","0.0-5.0-1.1-0.1","83","n4dp5nty","low"
"3","fixed","58","38","2","red-106","red","4285","choice-task","49","475309","0.0-5.0-1.2-0.2","83","n4dp5nty","low"
"4","free","30","50","2","blue-28","blue","655","choice-task","59","500028","0.0-5.0-1.3-0.3","83","n4dp5nty","low"
"5","fixed","10","30","2","orange-101","orange","813","choice-task","71","531747","0.0-5.0-1.4-0.4","83","n4dp5nty","low"
"6","free","99","99","2","yellow-128","yellow","886","choice-task","79","555538","0.0-5.0-1.5-0.5","83","n4dp5nty","low"
