"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","51","51","1","purple-178","purple","4558","choice-task","16","354535","0.0-5.0-1.0-0.0","91","y8hbj0c0","low"
"2","free","119","139","1","red-134","red","2886","choice-task","38","450377","0.0-5.0-1.1-0.1","91","y8hbj0c0","low"
"3","fixed","97","77","2","green-111","green","1773","choice-task","60","513647","0.0-5.0-1.2-0.2","91","y8hbj0c0","low"
"4","free","37","17","2","orange-207","orange","1598","choice-task","93","584156","0.0-5.0-1.3-0.3","91","y8hbj0c0","low"
"5","fixed","15","35","1","blue-53","blue","1414","choice-task","100","612986","0.0-5.0-1.4-0.4","91","y8hbj0c0","low"
"6","free","75","75","1","yellow-18","yellow","10948","choice-task","123","677039","0.0-5.0-1.5-0.5","91","y8hbj0c0","low"
