"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","71","71","1","blue-41","blue","15623","choice-task","32","696867","0.0-5.0-1.0-0.0","43","04emfyfc","high"
"2","free","34","34","2","yellow-154","yellow","5453","choice-task","56","819687","0.0-5.0-1.1-0.1","43","04emfyfc","high"
"3","fixed","51","31","2","red-47","red","2733","choice-task","68","876983","0.0-5.0-1.2-0.2","43","04emfyfc","high"
"4","free","117","97","2","orange-11","orange","4901","choice-task","83","915966","0.0-5.0-1.3-0.3","43","04emfyfc","high"
"5","fixed","97","117","1","green-63","green","1822","choice-task","90","942550","0.0-5.0-1.4-0.4","43","04emfyfc","high"
"6","free","19","39","1","purple-209","purple","1030","choice-task","102","969750","0.0-5.0-1.5-0.5","43","04emfyfc","high"
