"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","16","-4","2","red-169","red","10846","choice-task","11","781836","0.0-5.0-1.0-0.0","30","ttx9pl1m","high"
"2","free","76","96","1","yellow-138","yellow","2462","choice-task","30","909883","0.0-5.0-1.1-0.1","30","ttx9pl1m","high"
"3","fixed","90","110","1","green-153","green","4630","choice-task","52","1011842","0.0-5.0-1.2-0.2","30","ttx9pl1m","high"
"4","free","117","97","1","blue-102","blue","12254","choice-task","59","1076634","0.0-5.0-1.3-0.3","30","ttx9pl1m","high"
"5","fixed","58","58","1","orange-11","orange","11605","choice-task","71","1185257","0.0-5.0-1.4-0.4","30","ttx9pl1m","high"
"6","free","33","33","1","purple-103","purple","19725","choice-task","85","1281624","0.0-5.0-1.5-0.5","30","ttx9pl1m","high"
