"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","94","114","1","red-11","red","16397","choice-task","16","322486","0.0-5.0-1.0-0.0","31","s216bjwf","high"
"2","free","36","56","2","blue-111","blue","7670","choice-task","39","424677","0.0-5.0-1.1-0.1","31","s216bjwf","high"
"3","fixed","58","58","1","green-37","green","3046","choice-task","46","460940","0.0-5.0-1.2-0.2","31","s216bjwf","high"
"4","free","15","15","1","orange-16","orange","1125","choice-task","56","492883","0.0-5.0-1.3-0.3","31","s216bjwf","high"
"5","fixed","114","94","2","purple-137","purple","5454","choice-task","78","570321","0.0-5.0-1.4-0.4","31","s216bjwf","high"
"6","free","73","53","2","yellow-99","yellow","2622","choice-task","108","644657","0.0-5.0-1.5-0.5","31","s216bjwf","high"
