"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","58","78","1","orange-69","orange","11222","choice-task","11","544201","0.0-5.0-1.0-0.0","102","3uto9bq2","low"
"2","free","18","-2","2","blue-183","blue","2165","choice-task","30","680437","0.0-5.0-1.1-0.1","102","3uto9bq2","low"
"3","fixed","96","96","1","purple-88","purple","3285","choice-task","42","781595","0.0-5.0-1.2-0.2","102","3uto9bq2","low"
"4","free","36","36","2","yellow-210","yellow","3365","choice-task","63","928558","0.0-5.0-1.3-0.3","102","3uto9bq2","low"
"5","fixed","114","94","2","red-149","red","1310","choice-task","85","1010285","0.0-5.0-1.4-0.4","102","3uto9bq2","low"
"6","free","78","98","2","green-119","green","1974","choice-task","113","1085613","0.0-5.0-1.5-0.5","102","3uto9bq2","low"
