"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","117","97","2","yellow-96","yellow","7974","choice-task","44","1142970","0.0-5.0-1.0-0.0","65","stevnbn9","low"
"2","free","77","77","2","purple-173","purple","1734","choice-task","63","1222312","0.0-5.0-1.1-0.1","65","stevnbn9","low"
"3","fixed","95","95","1","green-88","green","1349","choice-task","70","1253311","0.0-5.0-1.2-0.2","65","stevnbn9","low"
"4","free","56","76","1","red-116","red","662","choice-task","76","1272791","0.0-5.0-1.3-0.3","65","stevnbn9","low"
"5","fixed","35","55","1","orange-22","orange","1190","choice-task","88","1304063","0.0-5.0-1.4-0.4","65","stevnbn9","low"
"6","free","13","-7","2","blue-156","blue","2398","choice-task","94","1337486","0.0-5.0-1.5-0.5","65","stevnbn9","low"
