"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","13","33","1","green-149","green","20022","choice-task","11","-747650","0.0-5.0-1.0-0.0","77","auaqmdfm","low"
"2","free","98","78","2","yellow-2","yellow","24782","choice-task","53","-628475","0.0-5.0-1.1-0.1","77","auaqmdfm","low"
"3","fixed","58","58","2","blue-87","blue","21191","choice-task","65","-553585","0.0-5.0-1.2-0.2","77","auaqmdfm","low"
"4","free","111","131","2","purple-158","purple","4189","choice-task","77","-519210","0.0-5.0-1.3-0.3","77","auaqmdfm","low"
"5","fixed","75","55","2","orange-58","orange","1851","choice-task","99","-479563","0.0-5.0-1.4-0.4","77","auaqmdfm","low"
"6","free","37","37","2","red-132","red","4358","choice-task","115","-442235","0.0-5.0-1.5-0.5","77","auaqmdfm","low"
