"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","116","96","2","red-169","red","12238","choice-task","16","533166","0.0-5.0-1.0-0.0","107","zwpjz049","high"
"2","free","55","75","2","orange-143","orange","13806","choice-task","81","840816","0.0-5.0-1.1-0.1","107","zwpjz049","high"
"3","fixed","31","51","1","yellow-27","yellow","15014","choice-task","88","925375","0.0-5.0-1.2-0.2","107","zwpjz049","high"
"4","free","72","72","1","green-120","green","4318","choice-task","169","1187969","0.0-5.0-1.3-0.3","107","zwpjz049","high"
"5","fixed","14","14","2","blue-66","blue","4973","choice-task","191","1294752","0.0-5.0-1.4-0.4","107","zwpjz049","high"
"6","free","95","75","1","purple-83","purple","8030","choice-task","257","1551330","0.0-5.0-1.5-0.5","107","zwpjz049","high"
