"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","50","50","1","orange-76","orange","6430","choice-task","26","350775","0.0-5.0-1.0-0.0","24","vx8ef1lp","low"
"2","free","13","13","1","yellow-39","yellow","3302","choice-task","41","415632","0.0-5.0-1.1-0.1","24","vx8ef1lp","low"
"3","fixed","70","50","2","blue-209","blue","1549","choice-task","48","452880","0.0-5.0-1.2-0.2","24","vx8ef1lp","low"
"4","free","33","53","1","purple-196","purple","1302","choice-task","76","515655","0.0-5.0-1.3-0.3","24","vx8ef1lp","low"
"5","fixed","119","139","1","red-61","red","2414","choice-task","88","547591","0.0-5.0-1.4-0.4","24","vx8ef1lp","low"
"6","free","97","77","2","green-72","green","982","choice-task","100","577695","0.0-5.0-1.5-0.5","24","vx8ef1lp","low"
