"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","95","115","1","orange-58","orange","16326","choice-task","32","1443860","0.0-5.0-1.0-0.0","79","hjg6k80y","high"
"2","free","110","110","2","green-188","green","4477","choice-task","114","1635500","0.0-5.0-1.1-0.1","79","hjg6k80y","high"
"3","fixed","50","50","2","purple-70","purple","5893","choice-task","126","1672329","0.0-5.0-1.2-0.2","79","hjg6k80y","high"
"4","free","19","39","1","red-213","red","5237","choice-task","137","1701209","0.0-5.0-1.3-0.3","79","hjg6k80y","high"
"5","fixed","71","51","2","blue-54","blue","9526","choice-task","144","1730422","0.0-5.0-1.4-0.4","79","hjg6k80y","high"
"6","free","31","11","2","yellow-92","yellow","1213","choice-task","162","1773406","0.0-5.0-1.5-0.5","79","hjg6k80y","high"
