"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","36","16","2","blue-186","blue","8870","choice-task","11","1126449","0.0-5.0-1.0-0.0","38","e8tu853n","low"
"2","free","52","32","2","yellow-69","yellow","3006","choice-task","53","1272464","0.0-5.0-1.1-0.1","38","e8tu853n","low"
"3","fixed","13","33","1","orange-208","orange","2070","choice-task","65","1331679","0.0-5.0-1.2-0.2","38","e8tu853n","low"
"4","free","117","117","1","purple-62","purple","18717","choice-task","73","1386495","0.0-5.0-1.3-0.3","38","e8tu853n","low"
"5","fixed","70","70","1","red-11","red","3086","choice-task","95","1441951","0.0-5.0-1.4-0.4","38","e8tu853n","low"
"6","free","98","118","1","green-113","green","1478","choice-task","128","1521357","0.0-5.0-1.5-0.5","38","e8tu853n","low"
