"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","33","13","2","green-89","green","9918","choice-task","22","500308","0.0-5.0-1.0-0.0","59","3w6a06sx","high"
"2","free","12","12","1","purple-120","purple","7842","choice-task","31","577988","0.0-5.0-1.1-0.1","59","3w6a06sx","high"
"3","fixed","52","72","1","orange-9","orange","3023","choice-task","53","667856","0.0-5.0-1.2-0.2","59","3w6a06sx","high"
"4","free","112","92","2","yellow-81","yellow","1774","choice-task","69","731244","0.0-5.0-1.3-0.3","59","3w6a06sx","high"
"5","fixed","79","79","2","blue-211","blue","3494","choice-task","76","779152","0.0-5.0-1.4-0.4","59","3w6a06sx","high"
"6","free","94","114","1","red-103","red","2790","choice-task","93","836124","0.0-5.0-1.5-0.5","59","3w6a06sx","high"
