"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","34","34","1","orange-10","orange","9854","choice-task","26","455752","0.0-5.0-1.0-0.0","41","ov7rxxs8","high"
"2","free","71","91","1","purple-86","purple","7989","choice-task","48","622061","0.0-5.0-1.1-0.1","41","ov7rxxs8","high"
"3","fixed","58","78","1","red-189","red","4022","choice-task","55","681861","0.0-5.0-1.2-0.2","41","ov7rxxs8","high"
"4","free","12","12","1","yellow-84","yellow","23798","choice-task","75","799476","0.0-5.0-1.3-0.3","41","ov7rxxs8","high"
"5","fixed","90","70","2","blue-89","blue","5278","choice-task","87","865379","0.0-5.0-1.4-0.4","41","ov7rxxs8","high"
"6","free","114","94","2","green-126","green","9126","choice-task","118","995866","0.0-5.0-1.5-0.5","41","ov7rxxs8","high"
