"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","115","135","2","green-43","green","9798","choice-task","16","294173","0.0-5.0-1.0-0.0","120","d0259dqv","low"
"2","free","97","97","1","red-175","red","2887","choice-task","31","348877","0.0-5.0-1.1-0.1","120","d0259dqv","low"
"3","fixed","78","58","2","blue-72","blue","3302","choice-task","53","408931","0.0-5.0-1.2-0.2","120","d0259dqv","low"
"4","free","33","13","2","purple-139","purple","3030","choice-task","69","452937","0.0-5.0-1.3-0.3","120","d0259dqv","low"
"5","fixed","52","52","1","orange-83","orange","5262","choice-task","76","481569","0.0-5.0-1.4-0.4","120","d0259dqv","low"
"6","free","19","39","1","yellow-119","yellow","1598","choice-task","101","538184","0.0-5.0-1.5-0.5","120","d0259dqv","low"
