"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","76","56","1","purple-202","purple","37061","choice-task","11","1134674","0.0-5.0-1.0-0.0","28","1lw2jsnr","high"
"2","free","90","110","1","yellow-176","yellow","18318","choice-task","21","1266824","0.0-5.0-1.1-0.1","28","1lw2jsnr","high"
"3","fixed","11","31","1","red-73","red","9326","choice-task","43","1440087","0.0-5.0-1.2-0.2","28","1lw2jsnr","high"
"4","free","112","92","1","orange-68","orange","12886","choice-task","81","1608294","0.0-5.0-1.3-0.3","28","1lw2jsnr","high"
"5","fixed","31","31","1","blue-125","blue","4758","choice-task","93","1710309","0.0-5.0-1.4-0.4","28","1lw2jsnr","high"
"6","free","57","57","2","green-134","green","14638","choice-task","115","1816653","0.0-5.0-1.5-0.5","28","1lw2jsnr","high"
