"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","98","118","1","yellow-134","yellow","9239","choice-task","19","398387","0.0-5.0-1.0-0.0","18","wrpowct4","low"
"2","free","70","70","1","purple-23","purple","5294","choice-task","34","485809","0.0-5.0-1.1-0.1","18","wrpowct4","low"
"3","fixed","11","-9","2","orange-192","orange","4286","choice-task","41","520391","0.0-5.0-1.2-0.2","18","wrpowct4","low"
"4","free","58","38","2","blue-68","blue","4839","choice-task","58","586029","0.0-5.0-1.3-0.3","18","wrpowct4","low"
"5","fixed","119","119","2","red-26","red","4038","choice-task","80","637724","0.0-5.0-1.4-0.4","18","wrpowct4","low"
"6","free","33","53","1","green-210","green","1501","choice-task","98","693521","0.0-5.0-1.5-0.5","18","wrpowct4","low"
