"round_number","sampling_type","mean","safe_value","choice","stimulus","stimulus_colour","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"1","fixed","78","98","1","yellow-173","yellow","7518","choice-task","11","14932156","0.0-5.0-1.0-0.0","57","xlvgvoz1","low"
"2","free","17","17","2","orange-113","orange","7982","choice-task","46","15022683","0.0-5.0-1.1-0.1","57","xlvgvoz1","low"
"3","fixed","119","99","2","blue-205","blue","2054","choice-task","58","15061387","0.0-5.0-1.2-0.2","57","xlvgvoz1","low"
"4","free","53","73","1","green-53","green","1334","choice-task","89","15121714","0.0-5.0-1.3-0.3","57","xlvgvoz1","low"
"5","fixed","31","31","1","red-41","red","1150","choice-task","111","15163945","0.0-5.0-1.4-0.4","57","xlvgvoz1","low"
"6","free","91","71","2","purple-155","purple","1358","choice-task","137","15214056","0.0-5.0-1.5-0.5","57","xlvgvoz1","low"
