"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","69","red-138","blue-59","risky","safe","2692","bandit-task","10","170604","0.0-3.0-0.0","10","high"
"2","safe","51","red-2","blue-67","risky","safe","1134","bandit-task","11","174587","0.0-3.0-0.1","10","high"
"3","safe","51","red-181","blue-170","risky","safe","4119","bandit-task","12","181131","0.0-3.0-0.2","10","high"
"4","risky","72","red-40","blue-171","risky","safe","822","bandit-task","13","184491","0.0-3.0-0.3","10","high"
"5","risky","26","red-32","blue-167","risky","safe","991","bandit-task","14","187875","0.0-3.0-0.4","10","high"
"6","safe","51","red-173","blue-77","risky","safe","1262","bandit-task","15","191523","0.0-3.0-0.5","10","high"
"7","safe","51","red-209","blue-79","risky","safe","1311","bandit-task","16","195339","0.0-3.0-0.6","10","high"
"8","risky","84","red-191","blue-190","risky","safe","966","bandit-task","17","198787","0.0-3.0-0.7","10","high"
"9","safe","51","red-56","blue-68","risky","safe","1980","bandit-task","18","203145","0.0-3.0-0.8","10","high"
"10","risky","36","red-140","blue-1","risky","safe","1670","bandit-task","19","207193","0.0-3.0-0.9","10","high"
"11","safe","50","red-109","blue-44","risky","safe","4742","bandit-task","20","214785","0.0-3.0-0.10","10","high"
"12","risky","81","red-105","blue-175","risky","safe","902","bandit-task","21","218145","0.0-3.0-0.11","10","high"
"13","safe","50","red-178","blue-43","risky","safe","1254","bandit-task","22","221833","0.0-3.0-0.12","10","high"
"14","safe","51","red-33","blue-129","risky","safe","1662","bandit-task","23","225945","0.0-3.0-0.13","10","high"
"15","safe","50","red-174","blue-28","risky","safe","1462","bandit-task","24","230153","0.0-3.0-0.14","10","high"
"16","safe","51","red-15","blue-169","risky","safe","1998","bandit-task","25","234545","0.0-3.0-0.15","10","high"
"17","risky","39","red-3","blue-119","risky","safe","1710","bandit-task","26","238633","0.0-3.0-0.16","10","high"
"18","safe","51","red-54","blue-210","risky","safe","998","bandit-task","27","242033","0.0-3.0-0.17","10","high"
"19","safe","49","red-188","blue-112","risky","safe","3071","bandit-task","28","248080","0.0-3.0-0.18","10","high"
"20","risky","62","red-133","blue-151","risky","safe","990","bandit-task","29","251528","0.0-3.0-0.19","10","high"
"21","safe","50","red-83","blue-48","risky","safe","1247","bandit-task","30","255176","0.0-3.0-0.20","10","high"
"22","risky","25","red-9","blue-123","risky","safe","1782","bandit-task","31","259320","0.0-3.0-0.21","10","high"
"23","risky","30","red-110","blue-22","risky","safe","694","bandit-task","32","262422","0.0-3.0-0.22","10","high"
"24","safe","50","red-87","blue-55","risky","safe","918","bandit-task","33","265726","0.0-3.0-0.23","10","high"
"25","risky","83","red-82","blue-189","risky","safe","750","bandit-task","34","268878","0.0-3.0-0.24","10","high"
"26","safe","50","red-49","blue-134","risky","safe","958","bandit-task","35","272182","0.0-3.0-0.25","10","high"
"27","safe","51","red-7","blue-187","risky","safe","1094","bandit-task","36","275654","0.0-3.0-0.26","10","high"
"28","risky","66","red-196","blue-84","risky","safe","998","bandit-task","37","279806","0.0-3.0-0.27","10","high"
"29","risky","33","red-166","blue-76","risky","safe","5806","bandit-task","38","288022","0.0-3.0-0.28","10","high"
"30","safe","50","red-164","blue-131","risky","safe","1654","bandit-task","39","292526","0.0-3.0-0.29","10","high"
"31","safe","50","red-38","blue-215","risky","safe","1430","bandit-task","40","296494","0.0-3.0-0.30","10","high"
"32","risky","18","red-142","blue-135","risky","safe","758","bandit-task","41","299870","0.0-3.0-0.31","10","high"
"33","safe","51","red-208","blue-51","risky","safe","950","bandit-task","42","303246","0.0-3.0-0.32","10","high"
"34","risky","25","red-61","blue-13","risky","safe","1646","bandit-task","43","307229","0.0-3.0-0.33","10","high"
"35","safe","50","red-212","blue-211","risky","safe","806","bandit-task","44","310437","0.0-3.0-0.34","10","high"
"36","safe","52","red-5","blue-219","risky","safe","951","bandit-task","45","314325","0.0-3.0-0.35","10","high"
"37","risky","44","red-25","blue-107","risky","safe","654","bandit-task","46","317573","0.0-3.0-0.36","10","high"
"38","risky","31","red-144","blue-180","risky","safe","1367","bandit-task","47","321341","0.0-3.0-0.37","10","high"
"39","safe","51","red-152","blue-165","risky","safe","1083","bandit-task","48","325044","0.0-3.0-0.38","10","high"
"40","safe","51","red-45","blue-146","risky","safe","1094","bandit-task","49","328492","0.0-3.0-0.39","10","high"
"41","risky","66","red-73","blue-193","risky","safe","894","bandit-task","50","331964","0.0-3.0-0.40","10","high"
"42","safe","50","red-42","blue-102","risky","safe","1006","bandit-task","51","335428","0.0-3.0-0.41","10","high"
"43","safe","49","red-155","blue-66","risky","safe","1006","bandit-task","52","338876","0.0-3.0-0.42","10","high"
"44","risky","67","red-85","blue-62","risky","safe","926","bandit-task","53","342180","0.0-3.0-0.43","10","high"
"45","safe","49","red-58","blue-88","risky","safe","1078","bandit-task","54","345684","0.0-3.0-0.44","10","high"
"46","risky","21","red-136","blue-192","risky","safe","1031","bandit-task","55","349155","0.0-3.0-0.45","10","high"
"47","risky","41","red-12","blue-183","risky","safe","1422","bandit-task","56","353003","0.0-3.0-0.46","10","high"
"48","risky","23","red-93","blue-216","risky","safe","1023","bandit-task","57","356379","0.0-3.0-0.47","10","high"
"49","safe","51","red-111","blue-153","risky","safe","1182","bandit-task","58","359995","0.0-3.0-0.48","10","high"
"50","risky","40","red-139","blue-36","risky","safe","774","bandit-task","59","363355","0.0-3.0-0.49","10","high"
"51","risky","32","red-121","blue-74","risky","safe","1526","bandit-task","60","367275","0.0-3.0-0.50","10","high"
"52","safe","50","red-128","blue-57","risky","safe","1231","bandit-task","61","371323","0.0-3.0-0.51","10","high"
"53","safe","51","red-19","blue-114","risky","safe","1094","bandit-task","62","374883","0.0-3.0-0.52","10","high"
"54","risky","65","red-47","blue-99","risky","safe","965","bandit-task","63","378435","0.0-3.0-0.53","10","high"
"55","risky","71","red-221","blue-177","risky","safe","1206","bandit-task","64","382131","0.0-3.0-0.54","10","high"
"56","safe","50","red-20","blue-31","risky","safe","2411","bandit-task","65","387487","0.0-3.0-0.55","10","high"
"57","risky","24","red-72","blue-125","risky","safe","3214","bandit-task","66","393047","0.0-3.0-0.56","10","high"
