"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","45","red-109","blue-209","safe","risky","5235","bandit-task","4","82535","0.0-3.0-0.0","11","low"
"2","safe","50","red-109","blue-209","safe","risky","870","bandit-task","5","86463","0.0-3.0-0.1","11","low"
"3","safe","49","red-109","blue-209","safe","risky","1022","bandit-task","6","90663","0.0-3.0-0.2","11","low"
"4","safe","51","red-109","blue-209","safe","risky","854","bandit-task","7","94455","0.0-3.0-0.3","11","low"
"5","risky","76","red-109","blue-209","safe","risky","894","bandit-task","8","97935","0.0-3.0-0.4","11","low"
"6","risky","51","red-109","blue-209","safe","risky","550","bandit-task","9","100903","0.0-3.0-0.5","11","low"
"7","safe","49","red-109","blue-209","safe","risky","638","bandit-task","10","103967","0.0-3.0-0.6","11","low"
"8","safe","52","red-109","blue-209","safe","risky","526","bandit-task","11","106975","0.0-3.0-0.7","11","low"
"9","risky","74","red-109","blue-209","safe","risky","598","bandit-task","12","110215","0.0-3.0-0.8","11","low"
"10","safe","51","red-109","blue-209","safe","risky","734","bandit-task","13","113335","0.0-3.0-0.9","11","low"
"11","risky","79","red-109","blue-209","safe","risky","542","bandit-task","14","116255","0.0-3.0-0.10","11","low"
"12","safe","50","red-109","blue-209","safe","risky","494","bandit-task","15","119455","0.0-3.0-0.11","11","low"
"13","risky","64","red-109","blue-209","safe","risky","542","bandit-task","16","122375","0.0-3.0-0.12","11","low"
"14","safe","49","red-109","blue-209","safe","risky","566","bandit-task","17","125279","0.0-3.0-0.13","11","low"
"15","risky","67","red-109","blue-209","safe","risky","462","bandit-task","18","128159","0.0-3.0-0.14","11","low"
"16","risky","30","red-109","blue-209","safe","risky","478","bandit-task","19","131471","0.0-3.0-0.15","11","low"
"17","risky","64","red-109","blue-209","safe","risky","662","bandit-task","20","134511","0.0-3.0-0.16","11","low"
"18","safe","50","red-109","blue-209","safe","risky","598","bandit-task","21","137455","0.0-3.0-0.17","11","low"
"19","risky","65","red-109","blue-209","safe","risky","574","bandit-task","22","140447","0.0-3.0-0.18","11","low"
"20","safe","49","red-109","blue-209","safe","risky","590","bandit-task","23","143527","0.0-3.0-0.19","11","low"
"21","risky","28","red-109","blue-209","safe","risky","526","bandit-task","24","146423","0.0-3.0-0.20","11","low"
"22","safe","50","red-109","blue-209","safe","risky","574","bandit-task","25","149415","0.0-3.0-0.21","11","low"
"23","safe","50","red-109","blue-209","safe","risky","526","bandit-task","26","152527","0.0-3.0-0.22","11","low"
"24","risky","52","red-109","blue-209","safe","risky","558","bandit-task","27","155647","0.0-3.0-0.23","11","low"
"25","risky","22","red-109","blue-209","safe","risky","454","bandit-task","28","158543","0.0-3.0-0.24","11","low"
"26","risky","23","red-109","blue-209","safe","risky","422","bandit-task","29","161335","0.0-3.0-0.25","11","low"
