"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","82","red-220","blue-180","risky","safe","2324","bandit-task","7","289489","0.0-3.0-0.0","74","high"
"2","risky","72","red-85","blue-86","risky","safe","1286","bandit-task","8","293249","0.0-3.0-0.1","74","high"
"3","safe","50","red-51","blue-217","risky","safe","8191","bandit-task","9","304065","0.0-3.0-0.2","74","high"
"4","risky","52","red-45","blue-148","risky","safe","782","bandit-task","10","307321","0.0-3.0-0.3","74","high"
"5","risky","32","red-75","blue-191","risky","safe","583","bandit-task","11","310416","0.0-3.0-0.4","74","high"
"6","safe","51","red-188","blue-73","risky","safe","3591","bandit-task","12","316424","0.0-3.0-0.5","74","high"
"7","safe","47","red-17","blue-156","risky","safe","2455","bandit-task","13","321224","0.0-3.0-0.6","74","high"
"8","risky","51","red-99","blue-52","risky","safe","863","bandit-task","14","324568","0.0-3.0-0.7","74","high"
"9","risky","77","red-164","blue-98","risky","safe","2622","bandit-task","15","329544","0.0-3.0-0.8","74","high"
"10","risky","76","red-124","blue-35","risky","safe","958","bandit-task","16","332880","0.0-3.0-0.9","74","high"
"11","risky","37","red-133","blue-12","risky","safe","1447","bandit-task","17","336704","0.0-3.0-0.10","74","high"
"12","risky","67","red-68","blue-92","risky","safe","1175","bandit-task","18","340208","0.0-3.0-0.11","74","high"
"13","risky","33","red-114","blue-97","risky","safe","1372","bandit-task","19","343966","0.0-3.0-0.12","74","high"
"14","safe","52","red-7","blue-202","risky","safe","1726","bandit-task","20","348030","0.0-3.0-0.13","74","high"
"15","risky","32","red-143","blue-76","risky","safe","1086","bandit-task","21","351446","0.0-3.0-0.14","74","high"
"16","risky","80","red-129","blue-44","risky","safe","2799","bandit-task","22","356694","0.0-3.0-0.15","74","high"
"17","risky","75","red-18","blue-38","risky","safe","726","bandit-task","23","359910","0.0-3.0-0.16","74","high"
"18","risky","84","red-1","blue-160","risky","safe","823","bandit-task","24","363102","0.0-3.0-0.17","74","high"
"19","risky","65","red-113","blue-204","risky","safe","574","bandit-task","25","366046","0.0-3.0-0.18","74","high"
"20","risky","74","red-214","blue-168","risky","safe","646","bandit-task","26","369374","0.0-3.0-0.19","74","high"
"21","risky","19","red-62","blue-170","risky","safe","750","bandit-task","27","372573","0.0-3.0-0.20","74","high"
"22","safe","49","red-81","blue-144","risky","safe","1855","bandit-task","28","377262","0.0-3.0-0.21","74","high"
"23","safe","50","red-103","blue-27","risky","safe","958","bandit-task","29","380846","0.0-3.0-0.22","74","high"
"24","safe","49","red-84","blue-53","risky","safe","1007","bandit-task","30","384678","0.0-3.0-0.23","74","high"
"25","risky","29","red-71","blue-116","risky","safe","870","bandit-task","31","387957","0.0-3.0-0.24","74","high"
"26","safe","51","red-155","blue-4","risky","safe","1766","bandit-task","32","392093","0.0-3.0-0.25","74","high"
"27","safe","51","red-176","blue-72","risky","safe","543","bandit-task","33","395021","0.0-3.0-0.26","74","high"
"28","safe","50","red-130","blue-41","risky","safe","423","bandit-task","34","397757","0.0-3.0-0.27","74","high"
"29","safe","51","red-173","blue-175","risky","safe","438","bandit-task","35","400526","0.0-3.0-0.28","74","high"
"30","safe","52","red-28","blue-63","risky","safe","445","bandit-task","36","403327","0.0-3.0-0.29","74","high"
"31","safe","49","red-216","blue-131","risky","safe","406","bandit-task","37","406055","0.0-3.0-0.30","74","high"
"32","safe","48","red-32","blue-61","risky","safe","413","bandit-task","38","408775","0.0-3.0-0.31","74","high"
"33","safe","51","red-117","blue-109","risky","safe","406","bandit-task","39","411543","0.0-3.0-0.32","74","high"
"34","safe","50","red-184","blue-9","risky","safe","414","bandit-task","40","414415","0.0-3.0-0.33","74","high"
"35","safe","50","red-104","blue-95","risky","safe","358","bandit-task","41","417071","0.0-3.0-0.34","74","high"
"36","safe","48","red-14","blue-120","risky","safe","373","bandit-task","42","419767","0.0-3.0-0.35","74","high"
"37","safe","51","red-189","blue-43","risky","safe","366","bandit-task","43","422447","0.0-3.0-0.36","74","high"
"38","safe","50","red-198","blue-50","risky","safe","366","bandit-task","44","425127","0.0-3.0-0.37","74","high"
"39","safe","48","red-152","blue-126","risky","safe","398","bandit-task","45","427823","0.0-3.0-0.38","74","high"
"40","safe","51","red-221","blue-159","risky","safe","358","bandit-task","46","430831","0.0-3.0-0.39","74","high"
"41","safe","52","red-178","blue-21","risky","safe","582","bandit-task","47","433759","0.0-3.0-0.40","74","high"
"42","safe","50","red-70","blue-128","risky","safe","461","bandit-task","48","436511","0.0-3.0-0.41","74","high"
"43","safe","51","red-20","blue-190","risky","safe","406","bandit-task","49","439231","0.0-3.0-0.42","74","high"
"44","safe","51","red-169","blue-208","risky","safe","422","bandit-task","50","442103","0.0-3.0-0.43","74","high"
"45","safe","50","red-112","blue-10","risky","safe","414","bandit-task","51","444855","0.0-3.0-0.44","74","high"
"46","safe","51","red-127","blue-87","risky","safe","366","bandit-task","52","447655","0.0-3.0-0.45","74","high"
"47","risky","25","red-83","blue-26","risky","safe","526","bandit-task","53","450495","0.0-3.0-0.46","74","high"
"48","safe","50","red-80","blue-91","risky","safe","358","bandit-task","54","453183","0.0-3.0-0.47","74","high"
"49","safe","50","red-106","blue-24","risky","safe","446","bandit-task","55","456023","0.0-3.0-0.48","74","high"
"50","safe","49","red-60","blue-136","risky","safe","406","bandit-task","56","458743","0.0-3.0-0.49","74","high"
"51","safe","50","red-37","blue-78","risky","safe","341","bandit-task","57","461391","0.0-3.0-0.50","74","high"
"52","safe","50","red-139","blue-36","risky","safe","358","bandit-task","58","464106","0.0-3.0-0.51","74","high"
"53","safe","50","red-59","blue-22","risky","safe","334","bandit-task","59","467250","0.0-3.0-0.52","74","high"
"54","safe","50","red-79","blue-93","risky","safe","374","bandit-task","60","469962","0.0-3.0-0.53","74","high"
"55","safe","52","red-30","blue-181","risky","safe","358","bandit-task","61","472642","0.0-3.0-0.54","74","high"
"56","safe","50","red-172","blue-58","risky","safe","350","bandit-task","62","475410","0.0-3.0-0.55","74","high"
"57","safe","49","red-196","blue-200","risky","safe","350","bandit-task","63","478042","0.0-3.0-0.56","74","high"
"58","safe","50","red-123","blue-23","risky","safe","318","bandit-task","64","480809","0.0-3.0-0.57","74","high"
"59","safe","52","red-88","blue-179","risky","safe","390","bandit-task","65","483434","0.0-3.0-0.58","74","high"
"60","safe","50","red-167","blue-8","risky","safe","406","bandit-task","66","486145","0.0-3.0-0.59","74","high"
"61","safe","49","red-205","blue-15","risky","safe","335","bandit-task","67","488778","0.0-3.0-0.60","74","high"
"62","safe","50","red-101","blue-222","risky","safe","374","bandit-task","68","491561","0.0-3.0-0.61","74","high"
"63","safe","50","red-90","blue-29","risky","safe","342","bandit-task","69","494491","0.0-3.0-0.62","74","high"
"64","safe","49","red-162","blue-16","risky","safe","381","bandit-task","70","497225","0.0-3.0-0.63","74","high"
"65","safe","49","red-107","blue-186","risky","safe","366","bandit-task","71","499905","0.0-3.0-0.64","74","high"
"66","safe","49","red-163","blue-55","risky","safe","350","bandit-task","72","502777","0.0-3.0-0.65","74","high"
"67","safe","50","red-46","blue-141","risky","safe","334","bandit-task","73","505633","0.0-3.0-0.66","74","high"
"68","safe","50","red-65","blue-206","risky","safe","1263","bandit-task","74","509209","0.0-3.0-0.67","74","high"
"69","safe","48","red-111","blue-100","risky","safe","350","bandit-task","75","511881","0.0-3.0-0.68","74","high"
"70","safe","49","red-185","blue-34","risky","safe","367","bandit-task","76","514937","0.0-3.0-0.69","74","high"
"71","safe","49","red-161","blue-33","risky","safe","367","bandit-task","77","517657","0.0-3.0-0.70","74","high"
"72","safe","52","red-209","blue-77","risky","safe","358","bandit-task","78","520313","0.0-3.0-0.71","74","high"
"73","safe","51","red-40","blue-105","risky","safe","318","bandit-task","79","522921","0.0-3.0-0.72","74","high"
"74","safe","51","red-151","blue-150","risky","safe","325","bandit-task","80","525554","0.0-3.0-0.73","74","high"
"75","safe","50","red-64","blue-153","risky","safe","318","bandit-task","81","528170","0.0-3.0-0.74","74","high"
"76","safe","50","red-13","blue-203","risky","safe","358","bandit-task","82","531051","0.0-3.0-0.75","74","high"
"77","safe","49","red-145","blue-56","risky","safe","334","bandit-task","83","533906","0.0-3.0-0.76","74","high"
"78","safe","50","red-177","blue-66","risky","safe","318","bandit-task","84","536507","0.0-3.0-0.77","74","high"
"79","safe","48","red-48","blue-147","risky","safe","334","bandit-task","85","539130","0.0-3.0-0.78","74","high"
"80","safe","49","red-89","blue-197","risky","safe","350","bandit-task","86","541795","0.0-3.0-0.79","74","high"
"81","safe","51","red-5","blue-215","risky","safe","366","bandit-task","87","544475","0.0-3.0-0.80","74","high"
"82","safe","52","red-193","blue-67","risky","safe","326","bandit-task","88","547194","0.0-3.0-0.81","74","high"
"83","safe","50","red-201","blue-219","risky","safe","381","bandit-task","89","550034","0.0-3.0-0.82","74","high"
"84","safe","50","red-213","blue-74","risky","safe","350","bandit-task","90","552682","0.0-3.0-0.83","74","high"
"85","safe","49","red-183","blue-138","risky","safe","351","bandit-task","91","555354","0.0-3.0-0.84","74","high"
"86","safe","50","red-42","blue-47","risky","safe","374","bandit-task","92","557962","0.0-3.0-0.85","74","high"
"87","safe","48","red-165","blue-192","risky","safe","390","bandit-task","93","560650","0.0-3.0-0.86","74","high"
"88","safe","49","red-39","blue-212","risky","safe","350","bandit-task","94","563362","0.0-3.0-0.87","74","high"
"89","safe","49","red-154","blue-121","risky","safe","414","bandit-task","95","566275","0.0-3.0-0.88","74","high"
"90","safe","50","red-158","blue-31","risky","safe","334","bandit-task","96","568938","0.0-3.0-0.89","74","high"
"91","safe","50","red-11","blue-57","risky","safe","325","bandit-task","97","572002","0.0-3.0-0.90","74","high"
"92","safe","49","red-187","blue-195","risky","safe","367","bandit-task","98","574674","0.0-3.0-0.91","74","high"
"93","safe","51","red-157","blue-135","risky","safe","350","bandit-task","99","577338","0.0-3.0-0.92","74","high"
"94","safe","49","red-82","blue-122","risky","safe","342","bandit-task","100","579994","0.0-3.0-0.93","74","high"
"95","safe","51","red-49","blue-54","risky","safe","318","bandit-task","101","582610","0.0-3.0-0.94","74","high"
"96","safe","51","red-115","blue-182","risky","safe","317","bandit-task","102","585218","0.0-3.0-0.95","74","high"
"97","safe","50","red-19","blue-69","risky","safe","357","bandit-task","103","587890","0.0-3.0-0.96","74","high"
"98","safe","49","red-102","blue-119","risky","safe","318","bandit-task","104","590490","0.0-3.0-0.97","74","high"
"99","safe","51","red-166","blue-96","risky","safe","302","bandit-task","105","593105","0.0-3.0-0.98","74","high"
"100","safe","53","red-108","blue-118","risky","safe","294","bandit-task","106","595713","0.0-3.0-0.99","74","high"
"101","safe","49","red-134","blue-25","risky","safe","334","bandit-task","107","598489","0.0-3.0-0.100","74","high"
"102","safe","50","red-132","blue-207","risky","safe","310","bandit-task","108","601106","0.0-3.0-0.101","74","high"
"103","safe","49","red-125","blue-3","risky","safe","302","bandit-task","109","603745","0.0-3.0-0.102","74","high"
"104","safe","50","red-171","blue-194","risky","safe","302","bandit-task","110","606481","0.0-3.0-0.103","74","high"
"105","safe","50","red-199","blue-142","risky","safe","287","bandit-task","111","609225","0.0-3.0-0.104","74","high"
"106","safe","52","red-211","blue-218","risky","safe","374","bandit-task","112","611905","0.0-3.0-0.105","74","high"
"107","safe","49","red-140","blue-137","risky","safe","286","bandit-task","113","614505","0.0-3.0-0.106","74","high"
"108","safe","53","red-94","blue-2","risky","safe","278","bandit-task","114","617209","0.0-3.0-0.107","74","high"
"109","safe","51","red-6","blue-174","risky","safe","270","bandit-task","115","619737","0.0-3.0-0.108","74","high"
"110","safe","49","red-110","blue-146","risky","safe","278","bandit-task","116","623121","0.0-3.0-0.109","74","high"
