"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","blue-180","red-209","risky","safe","1365","bandit-task","7","117769","0.0-3.0-0.0","15","high"
"2","risky","43","blue-199","red-28","risky","safe","1438","bandit-task","8","121563","0.0-3.0-0.1","15","high"
"3","safe","50","blue-53","red-221","risky","safe","494","bandit-task","9","124411","0.0-3.0-0.2","15","high"
"4","risky","53","blue-155","red-175","risky","safe","943","bandit-task","10","127667","0.0-3.0-0.3","15","high"
"5","safe","50","blue-150","red-135","risky","safe","502","bandit-task","11","130523","0.0-3.0-0.4","15","high"
"6","risky","30","blue-84","red-164","risky","safe","527","bandit-task","12","133371","0.0-3.0-0.5","15","high"
"7","safe","50","blue-12","red-85","risky","safe","487","bandit-task","13","136203","0.0-3.0-0.6","15","high"
"8","risky","40","blue-220","red-159","risky","safe","734","bandit-task","14","139299","0.0-3.0-0.7","15","high"
"9","safe","51","blue-50","red-146","risky","safe","431","bandit-task","15","142082","0.0-3.0-0.8","15","high"
"10","safe","47","blue-106","red-217","risky","safe","551","bandit-task","16","144978","0.0-3.0-0.9","15","high"
"11","risky","64","blue-147","red-92","risky","safe","1326","bandit-task","17","148698","0.0-3.0-0.10","15","high"
"12","risky","23","blue-93","red-79","risky","safe","575","bandit-task","18","151770","0.0-3.0-0.11","15","high"
"13","safe","50","blue-66","red-110","risky","safe","606","bandit-task","19","154746","0.0-3.0-0.12","15","high"
"14","safe","50","blue-35","red-213","risky","safe","711","bandit-task","20","157866","0.0-3.0-0.13","15","high"
"15","risky","53","blue-22","red-82","risky","safe","639","bandit-task","21","161002","0.0-3.0-0.14","15","high"
"16","safe","49","blue-54","red-13","risky","safe","671","bandit-task","22","164026","0.0-3.0-0.15","15","high"
"17","risky","54","blue-3","red-214","risky","safe","727","bandit-task","23","167314","0.0-3.0-0.16","15","high"
"18","safe","51","blue-168","red-81","risky","safe","727","bandit-task","24","170642","0.0-3.0-0.17","15","high"
"19","risky","60","blue-102","red-166","risky","safe","591","bandit-task","25","173594","0.0-3.0-0.18","15","high"
"20","risky","21","blue-127","red-176","risky","safe","598","bandit-task","26","176667","0.0-3.0-0.19","15","high"
"21","safe","49","blue-112","red-90","risky","safe","638","bandit-task","27","179794","0.0-3.0-0.20","15","high"
"22","safe","49","blue-74","red-97","risky","safe","566","bandit-task","28","182735","0.0-3.0-0.21","15","high"
"23","risky","40","blue-61","red-212","risky","safe","478","bandit-task","29","185575","0.0-3.0-0.22","15","high"
"24","safe","51","blue-16","red-206","risky","safe","542","bandit-task","30","188431","0.0-3.0-0.23","15","high"
"25","safe","50","blue-116","red-105","risky","safe","422","bandit-task","31","191167","0.0-3.0-0.24","15","high"
"26","safe","51","blue-173","red-141","risky","safe","574","bandit-task","32","194055","0.0-3.0-0.25","15","high"
"27","safe","51","blue-73","red-111","risky","safe","454","bandit-task","33","196847","0.0-3.0-0.26","15","high"
"28","safe","51","blue-52","red-75","risky","safe","470","bandit-task","34","199679","0.0-3.0-0.27","15","high"
"29","safe","49","blue-184","red-188","risky","safe","542","bandit-task","35","202719","0.0-3.0-0.28","15","high"
"30","safe","50","blue-133","red-87","risky","safe","486","bandit-task","36","205543","0.0-3.0-0.29","15","high"
"31","safe","50","blue-170","red-144","risky","safe","390","bandit-task","37","208246","0.0-3.0-0.30","15","high"
"32","safe","49","blue-179","red-181","risky","safe","423","bandit-task","38","211151","0.0-3.0-0.31","15","high"
"33","safe","50","blue-32","red-96","risky","safe","518","bandit-task","39","214135","0.0-3.0-0.32","15","high"
"34","risky","76","blue-24","red-174","risky","safe","1102","bandit-task","40","217558","0.0-3.0-0.33","15","high"
"35","risky","83","blue-193","red-107","risky","safe","502","bandit-task","41","220415","0.0-3.0-0.34","15","high"
