"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","51","blue-132","red-40","safe","risky","3076","bandit-task","4","210981","0.0-3.0-0.0","12","low"
"2","risky","27","blue-132","red-40","safe","risky","3127","bandit-task","5","216686","0.0-3.0-0.1","12","low"
"3","safe","54","blue-132","red-40","safe","risky","1030","bandit-task","6","220158","0.0-3.0-0.2","12","low"
"4","safe","49","blue-132","red-40","safe","risky","694","bandit-task","7","223358","0.0-3.0-0.3","12","low"
"5","safe","50","blue-132","red-40","safe","risky","582","bandit-task","8","226430","0.0-3.0-0.4","12","low"
"6","safe","49","blue-132","red-40","safe","risky","782","bandit-task","9","229550","0.0-3.0-0.5","12","low"
"7","safe","51","blue-132","red-40","safe","risky","590","bandit-task","10","232518","0.0-3.0-0.6","12","low"
"8","safe","50","blue-132","red-40","safe","risky","687","bandit-task","11","235734","0.0-3.0-0.7","12","low"
"9","risky","81","blue-132","red-40","safe","risky","2150","bandit-task","12","240318","0.0-3.0-0.8","12","low"
"10","risky","33","blue-132","red-40","safe","risky","862","bandit-task","13","243566","0.0-3.0-0.9","12","low"
"11","safe","50","blue-132","red-40","safe","risky","719","bandit-task","14","246686","0.0-3.0-0.10","12","low"
"12","safe","49","blue-132","red-40","safe","risky","551","bandit-task","15","249678","0.0-3.0-0.11","12","low"
"13","risky","76","blue-132","red-40","safe","risky","1151","bandit-task","16","253181","0.0-3.0-0.12","12","low"
"14","risky","35","blue-132","red-40","safe","risky","1719","bandit-task","17","257237","0.0-3.0-0.13","12","low"
"15","safe","50","blue-132","red-40","safe","risky","487","bandit-task","18","260157","0.0-3.0-0.14","12","low"
"16","safe","49","blue-132","red-40","safe","risky","487","bandit-task","19","263013","0.0-3.0-0.15","12","low"
"17","risky","28","blue-132","red-40","safe","risky","615","bandit-task","20","266037","0.0-3.0-0.16","12","low"
"18","risky","54","blue-132","red-40","safe","risky","575","bandit-task","21","269029","0.0-3.0-0.17","12","low"
"19","safe","50","blue-132","red-40","safe","risky","495","bandit-task","22","271885","0.0-3.0-0.18","12","low"
"20","risky","85","blue-132","red-40","safe","risky","606","bandit-task","23","274829","0.0-3.0-0.19","12","low"
"21","safe","50","blue-132","red-40","safe","risky","471","bandit-task","24","277618","0.0-3.0-0.20","12","low"
"22","safe","49","blue-132","red-40","safe","risky","567","bandit-task","25","280515","0.0-3.0-0.21","12","low"
"23","safe","51","blue-132","red-40","safe","risky","534","bandit-task","26","283498","0.0-3.0-0.22","12","low"
"24","risky","70","blue-132","red-40","safe","risky","511","bandit-task","27","286371","0.0-3.0-0.23","12","low"
"25","safe","51","blue-132","red-40","safe","risky","551","bandit-task","28","289427","0.0-3.0-0.24","12","low"
"26","safe","50","blue-132","red-40","safe","risky","431","bandit-task","29","292178","0.0-3.0-0.25","12","low"
"27","risky","83","blue-132","red-40","safe","risky","903","bandit-task","30","295586","0.0-3.0-0.26","12","low"
"28","safe","51","blue-132","red-40","safe","risky","455","bandit-task","31","298434","0.0-3.0-0.27","12","low"
"29","risky","59","blue-132","red-40","safe","risky","630","bandit-task","32","301410","0.0-3.0-0.28","12","low"
"30","safe","50","blue-132","red-40","safe","risky","415","bandit-task","33","304210","0.0-3.0-0.29","12","low"
"31","risky","14","blue-132","red-40","safe","risky","470","bandit-task","34","307050","0.0-3.0-0.30","12","low"
"32","risky","28","blue-132","red-40","safe","risky","454","bandit-task","35","309882","0.0-3.0-0.31","12","low"
"33","risky","10","blue-132","red-40","safe","risky","446","bandit-task","36","312674","0.0-3.0-0.32","12","low"
"34","safe","50","blue-132","red-40","safe","risky","478","bandit-task","37","315546","0.0-3.0-0.33","12","low"
"35","safe","50","blue-132","red-40","safe","risky","469","bandit-task","38","318386","0.0-3.0-0.34","12","low"
"36","risky","32","blue-132","red-40","safe","risky","478","bandit-task","39","321194","0.0-3.0-0.35","12","low"
"37","safe","50","blue-132","red-40","safe","risky","446","bandit-task","40","324034","0.0-3.0-0.36","12","low"
"38","safe","50","blue-132","red-40","safe","risky","366","bandit-task","41","326754","0.0-3.0-0.37","12","low"
"39","risky","29","blue-132","red-40","safe","risky","414","bandit-task","42","329626","0.0-3.0-0.38","12","low"
"40","safe","50","blue-132","red-40","safe","risky","598","bandit-task","43","332562","0.0-3.0-0.39","12","low"
"41","safe","52","blue-132","red-40","safe","risky","630","bandit-task","44","335546","0.0-3.0-0.40","12","low"
"42","safe","50","blue-132","red-40","safe","risky","382","bandit-task","45","338231","0.0-3.0-0.41","12","low"
"43","safe","51","blue-132","red-40","safe","risky","431","bandit-task","46","341072","0.0-3.0-0.42","12","low"
"44","safe","50","blue-132","red-40","safe","risky","382","bandit-task","47","343792","0.0-3.0-0.43","12","low"
"45","risky","60","blue-132","red-40","safe","risky","613","bandit-task","48","346735","0.0-3.0-0.44","12","low"
"46","risky","65","blue-132","red-40","safe","risky","535","bandit-task","49","349599","0.0-3.0-0.45","12","low"
"47","risky","18","blue-132","red-40","safe","risky","470","bandit-task","50","352408","0.0-3.0-0.46","12","low"
"48","safe","51","blue-132","red-40","safe","risky","399","bandit-task","51","355271","0.0-3.0-0.47","12","low"
"49","safe","51","blue-132","red-40","safe","risky","374","bandit-task","52","357959","0.0-3.0-0.48","12","low"
"50","safe","49","blue-132","red-40","safe","risky","445","bandit-task","53","360735","0.0-3.0-0.49","12","low"
"51","safe","49","blue-132","red-40","safe","risky","470","bandit-task","54","363471","0.0-3.0-0.50","12","low"
"52","risky","67","blue-132","red-40","safe","risky","478","bandit-task","55","366471","0.0-3.0-0.51","12","low"
"53","risky","49","blue-132","red-40","safe","risky","934","bandit-task","56","369735","0.0-3.0-0.52","12","low"
"54","safe","49","blue-132","red-40","safe","risky","366","bandit-task","57","372455","0.0-3.0-0.53","12","low"
"55","safe","48","blue-132","red-40","safe","risky","454","bandit-task","58","375295","0.0-3.0-0.54","12","low"
"56","safe","50","blue-132","red-40","safe","risky","470","bandit-task","59","378343","0.0-3.0-0.55","12","low"
"57","safe","50","blue-132","red-40","safe","risky","366","bandit-task","60","381255","0.0-3.0-0.56","12","low"
"58","safe","50","blue-132","red-40","safe","risky","470","bandit-task","61","384111","0.0-3.0-0.57","12","low"
"59","risky","33","blue-132","red-40","safe","risky","1006","bandit-task","62","387527","0.0-3.0-0.58","12","low"
"60","safe","52","blue-132","red-40","safe","risky","438","bandit-task","63","390535","0.0-3.0-0.59","12","low"
"61","safe","51","blue-132","red-40","safe","risky","550","bandit-task","64","393455","0.0-3.0-0.60","12","low"
"62","safe","49","blue-132","red-40","safe","risky","478","bandit-task","65","396311","0.0-3.0-0.61","12","low"
"63","safe","50","blue-132","red-40","safe","risky","398","bandit-task","66","399021","0.0-3.0-0.62","12","low"
"64","safe","48","blue-132","red-40","safe","risky","502","bandit-task","67","401845","0.0-3.0-0.63","12","low"
"65","risky","37","blue-132","red-40","safe","risky","783","bandit-task","68","404964","0.0-3.0-0.64","12","low"
"66","safe","51","blue-132","red-40","safe","risky","446","bandit-task","69","407812","0.0-3.0-0.65","12","low"
"67","safe","48","blue-132","red-40","safe","risky","430","bandit-task","70","410732","0.0-3.0-0.66","12","low"
"68","safe","51","blue-132","red-40","safe","risky","439","bandit-task","71","413636","0.0-3.0-0.67","12","low"
"69","safe","50","blue-132","red-40","safe","risky","438","bandit-task","72","416460","0.0-3.0-0.68","12","low"
"70","risky","47","blue-132","red-40","safe","risky","567","bandit-task","73","419372","0.0-3.0-0.69","12","low"
"71","safe","52","blue-132","red-40","safe","risky","455","bandit-task","74","422196","0.0-3.0-0.70","12","low"
"72","safe","49","blue-132","red-40","safe","risky","422","bandit-task","75","424964","0.0-3.0-0.71","12","low"
"73","safe","51","blue-132","red-40","safe","risky","447","bandit-task","76","427732","0.0-3.0-0.72","12","low"
"74","risky","70","blue-132","red-40","safe","risky","487","bandit-task","77","430556","0.0-3.0-0.73","12","low"
"75","safe","50","blue-132","red-40","safe","risky","390","bandit-task","78","433276","0.0-3.0-0.74","12","low"
"76","safe","50","blue-132","red-40","safe","risky","422","bandit-task","79","436020","0.0-3.0-0.75","12","low"
"77","risky","26","blue-132","red-40","safe","risky","398","bandit-task","80","438700","0.0-3.0-0.76","12","low"
"78","safe","50","blue-132","red-40","safe","risky","390","bandit-task","81","441412","0.0-3.0-0.77","12","low"
"79","safe","50","blue-132","red-40","safe","risky","501","bandit-task","82","444388","0.0-3.0-0.78","12","low"
"80","safe","49","blue-132","red-40","safe","risky","550","bandit-task","83","447460","0.0-3.0-0.79","12","low"
"81","safe","49","blue-132","red-40","safe","risky","349","bandit-task","84","450116","0.0-3.0-0.80","12","low"
"82","risky","78","blue-132","red-40","safe","risky","670","bandit-task","85","453124","0.0-3.0-0.81","12","low"
"83","risky","63","blue-132","red-40","safe","risky","454","bandit-task","86","455884","0.0-3.0-0.82","12","low"
"84","safe","50","blue-132","red-40","safe","risky","445","bandit-task","87","458732","0.0-3.0-0.83","12","low"
"85","safe","49","blue-132","red-40","safe","risky","354","bandit-task","88","461567","0.0-3.0-0.84","12","low"
"86","safe","50","blue-132","red-40","safe","risky","327","bandit-task","89","464271","0.0-3.0-0.85","12","low"
"87","safe","51","blue-132","red-40","safe","risky","334","bandit-task","90","467247","0.0-3.0-0.86","12","low"
"88","risky","83","blue-132","red-40","safe","risky","422","bandit-task","91","470023","0.0-3.0-0.87","12","low"
"89","risky","37","blue-132","red-40","safe","risky","758","bandit-task","92","473143","0.0-3.0-0.88","12","low"
"90","safe","50","blue-132","red-40","safe","risky","310","bandit-task","93","475799","0.0-3.0-0.89","12","low"
"91","safe","50","blue-132","red-40","safe","risky","334","bandit-task","94","478431","0.0-3.0-0.90","12","low"
"92","safe","51","blue-132","red-40","safe","risky","374","bandit-task","95","481143","0.0-3.0-0.91","12","low"
"93","safe","49","blue-132","red-40","safe","risky","373","bandit-task","96","483855","0.0-3.0-0.92","12","low"
"94","risky","29","blue-132","red-40","safe","risky","461","bandit-task","97","486631","0.0-3.0-0.93","12","low"
"95","safe","49","blue-132","red-40","safe","risky","558","bandit-task","98","489503","0.0-3.0-0.94","12","low"
"96","safe","49","blue-132","red-40","safe","risky","486","bandit-task","99","492319","0.0-3.0-0.95","12","low"
"97","safe","50","blue-132","red-40","safe","risky","366","bandit-task","100","495007","0.0-3.0-0.96","12","low"
"98","safe","52","blue-132","red-40","safe","risky","349","bandit-task","101","497679","0.0-3.0-0.97","12","low"
"99","risky","36","blue-132","red-40","safe","risky","462","bandit-task","102","500607","0.0-3.0-0.98","12","low"
"100","safe","50","blue-132","red-40","safe","risky","414","bandit-task","103","503351","0.0-3.0-0.99","12","low"
"101","safe","49","blue-132","red-40","safe","risky","653","bandit-task","104","506351","0.0-3.0-0.100","12","low"
"102","safe","51","blue-132","red-40","safe","risky","398","bandit-task","105","509079","0.0-3.0-0.101","12","low"
"103","safe","52","blue-132","red-40","safe","risky","437","bandit-task","106","511999","0.0-3.0-0.102","12","low"
"104","risky","44","blue-132","red-40","safe","risky","438","bandit-task","107","514791","0.0-3.0-0.103","12","low"
"105","risky","41","blue-132","red-40","safe","risky","662","bandit-task","108","517807","0.0-3.0-0.104","12","low"
"106","safe","50","blue-132","red-40","safe","risky","462","bandit-task","109","520671","0.0-3.0-0.105","12","low"
"107","safe","50","blue-132","red-40","safe","risky","390","bandit-task","110","523423","0.0-3.0-0.106","12","low"
"108","safe","49","blue-132","red-40","safe","risky","406","bandit-task","111","526199","0.0-3.0-0.107","12","low"
"109","safe","51","blue-132","red-40","safe","risky","430","bandit-task","112","528983","0.0-3.0-0.108","12","low"
"110","risky","26","blue-132","red-40","safe","risky","589","bandit-task","113","532287","0.0-3.0-0.109","12","low"
