"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","86","blue-220","red-122","risky","safe","1968","bandit-task","4","252355","0.0-3.0-0.0","20","low"
"2","safe","50","blue-220","red-122","risky","safe","990","bandit-task","5","255883","0.0-3.0-0.1","20","low"
"3","safe","50","blue-220","red-122","risky","safe","1286","bandit-task","6","259635","0.0-3.0-0.2","20","low"
"4","risky","77","blue-220","red-122","risky","safe","438","bandit-task","7","262387","0.0-3.0-0.3","20","low"
"5","risky","46","blue-220","red-122","risky","safe","582","bandit-task","8","265399","0.0-3.0-0.4","20","low"
"6","safe","51","blue-220","red-122","risky","safe","542","bandit-task","9","268303","0.0-3.0-0.5","20","low"
"7","safe","50","blue-220","red-122","risky","safe","430","bandit-task","10","271207","0.0-3.0-0.6","20","low"
"8","risky","39","blue-220","red-122","risky","safe","2446","bandit-task","11","276311","0.0-3.0-0.7","20","low"
"9","safe","48","blue-220","red-122","risky","safe","421","bandit-task","12","279215","0.0-3.0-0.8","20","low"
"10","safe","50","blue-220","red-122","risky","safe","374","bandit-task","13","281911","0.0-3.0-0.9","20","low"
"11","safe","49","blue-220","red-122","risky","safe","359","bandit-task","14","284583","0.0-3.0-0.10","20","low"
"12","risky","71","blue-220","red-122","risky","safe","430","bandit-task","15","287535","0.0-3.0-0.11","20","low"
"13","risky","55","blue-220","red-122","risky","safe","383","bandit-task","16","290247","0.0-3.0-0.12","20","low"
"14","safe","50","blue-220","red-122","risky","safe","390","bandit-task","17","292959","0.0-3.0-0.13","20","low"
"15","safe","49","blue-220","red-122","risky","safe","366","bandit-task","18","295622","0.0-3.0-0.14","20","low"
"16","risky","64","blue-220","red-122","risky","safe","391","bandit-task","19","298439","0.0-3.0-0.15","20","low"
"17","risky","75","blue-220","red-122","risky","safe","366","bandit-task","20","301126","0.0-3.0-0.16","20","low"
"18","risky","19","blue-220","red-122","risky","safe","303","bandit-task","21","303815","0.0-3.0-0.17","20","low"
"19","risky","72","blue-220","red-122","risky","safe","287","bandit-task","22","306503","0.0-3.0-0.18","20","low"
"20","risky","66","blue-220","red-122","risky","safe","766","bandit-task","23","309767","0.0-3.0-0.19","20","low"
