"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","blue-14","red-163","safe","risky","2804","bandit-task","16","281429","0.0-3.0-0.0","45","low"
"2","risky","31","blue-14","red-163","safe","risky","1238","bandit-task","17","285029","0.0-3.0-0.1","45","low"
"3","safe","50","blue-14","red-163","safe","risky","895","bandit-task","18","288245","0.0-3.0-0.2","45","low"
"4","safe","50","blue-14","red-163","safe","risky","566","bandit-task","19","291117","0.0-3.0-0.3","45","low"
"5","safe","51","blue-14","red-163","safe","risky","415","bandit-task","20","294061","0.0-3.0-0.4","45","low"
"6","risky","26","blue-14","red-163","safe","risky","470","bandit-task","21","296861","0.0-3.0-0.5","45","low"
"7","safe","51","blue-14","red-163","safe","risky","438","bandit-task","22","299589","0.0-3.0-0.6","45","low"
"8","safe","50","blue-14","red-163","safe","risky","366","bandit-task","23","302325","0.0-3.0-0.7","45","low"
"9","risky","77","blue-14","red-163","safe","risky","599","bandit-task","24","305229","0.0-3.0-0.8","45","low"
"10","risky","33","blue-14","red-163","safe","risky","654","bandit-task","25","308189","0.0-3.0-0.9","45","low"
"11","safe","51","blue-14","red-163","safe","risky","383","bandit-task","26","310868","0.0-3.0-0.10","45","low"
"12","risky","60","blue-14","red-163","safe","risky","383","bandit-task","27","313577","0.0-3.0-0.11","45","low"
"13","safe","51","blue-14","red-163","safe","risky","646","bandit-task","28","316521","0.0-3.0-0.12","45","low"
"14","safe","51","blue-14","red-163","safe","risky","358","bandit-task","29","319185","0.0-3.0-0.13","45","low"
"15","risky","82","blue-14","red-163","safe","risky","406","bandit-task","30","321993","0.0-3.0-0.14","45","low"
"16","risky","30","blue-14","red-163","safe","risky","366","bandit-task","31","324673","0.0-3.0-0.15","45","low"
"17","safe","50","blue-14","red-163","safe","risky","630","bandit-task","32","327617","0.0-3.0-0.16","45","low"
"18","risky","73","blue-14","red-163","safe","risky","382","bandit-task","33","330265","0.0-3.0-0.17","45","low"
"19","safe","51","blue-14","red-163","safe","risky","2038","bandit-task","34","336425","0.0-3.0-0.18","45","low"
"20","risky","34","blue-14","red-163","safe","risky","541","bandit-task","35","339265","0.0-3.0-0.19","45","low"
"21","safe","48","blue-14","red-163","safe","risky","430","bandit-task","36","341961","0.0-3.0-0.20","45","low"
"22","risky","71","blue-14","red-163","safe","risky","510","bandit-task","37","345105","0.0-3.0-0.21","45","low"
"23","safe","49","blue-14","red-163","safe","risky","454","bandit-task","38","347841","0.0-3.0-0.22","45","low"
"24","risky","77","blue-14","red-163","safe","risky","382","bandit-task","39","350569","0.0-3.0-0.23","45","low"
"25","safe","51","blue-14","red-163","safe","risky","398","bandit-task","40","354193","0.0-3.0-0.24","45","low"
"26","risky","19","blue-14","red-163","safe","risky","350","bandit-task","41","357145","0.0-3.0-0.25","45","low"
"27","safe","50","blue-14","red-163","safe","risky","486","bandit-task","42","360234","0.0-3.0-0.26","45","low"
"28","risky","83","blue-14","red-163","safe","risky","381","bandit-task","43","362913","0.0-3.0-0.27","45","low"
"29","safe","49","blue-14","red-163","safe","risky","414","bandit-task","44","365625","0.0-3.0-0.28","45","low"
"30","safe","48","blue-14","red-163","safe","risky","358","bandit-task","45","368705","0.0-3.0-0.29","45","low"
"31","risky","23","blue-14","red-163","safe","risky","502","bandit-task","46","371537","0.0-3.0-0.30","45","low"
"32","risky","12","blue-14","red-163","safe","risky","366","bandit-task","47","374222","0.0-3.0-0.31","45","low"
"33","safe","50","blue-14","red-163","safe","risky","606","bandit-task","48","377126","0.0-3.0-0.32","45","low"
"34","risky","55","blue-14","red-163","safe","risky","429","bandit-task","49","379862","0.0-3.0-0.33","45","low"
"35","safe","48","blue-14","red-163","safe","risky","598","bandit-task","50","382886","0.0-3.0-0.34","45","low"
"36","safe","49","blue-14","red-163","safe","risky","446","bandit-task","51","385750","0.0-3.0-0.35","45","low"
"37","risky","18","blue-14","red-163","safe","risky","438","bandit-task","52","388726","0.0-3.0-0.36","45","low"
"38","safe","49","blue-14","red-163","safe","risky","454","bandit-task","53","391510","0.0-3.0-0.37","45","low"
"39","risky","71","blue-14","red-163","safe","risky","462","bandit-task","54","394294","0.0-3.0-0.38","45","low"
"40","safe","50","blue-14","red-163","safe","risky","494","bandit-task","55","397302","0.0-3.0-0.39","45","low"
"41","risky","65","blue-14","red-163","safe","risky","422","bandit-task","56","399966","0.0-3.0-0.40","45","low"
"42","safe","52","blue-14","red-163","safe","risky","718","bandit-task","57","403686","0.0-3.0-0.41","45","low"
"43","risky","85","blue-14","red-163","safe","risky","1190","bandit-task","58","407206","0.0-3.0-0.42","45","low"
"44","risky","28","blue-14","red-163","safe","risky","390","bandit-task","59","410326","0.0-3.0-0.43","45","low"
"45","safe","50","blue-14","red-163","safe","risky","374","bandit-task","60","413022","0.0-3.0-0.44","45","low"
"46","risky","67","blue-14","red-163","safe","risky","590","bandit-task","61","416110","0.0-3.0-0.45","45","low"
"47","safe","52","blue-14","red-163","safe","risky","454","bandit-task","62","418870","0.0-3.0-0.46","45","low"
"48","risky","31","blue-14","red-163","safe","risky","486","bandit-task","63","421694","0.0-3.0-0.47","45","low"
"49","safe","51","blue-14","red-163","safe","risky","486","bandit-task","64","424494","0.0-3.0-0.48","45","low"
"50","risky","73","blue-14","red-163","safe","risky","430","bandit-task","65","427230","0.0-3.0-0.49","45","low"
"51","risky","40","blue-14","red-163","safe","risky","398","bandit-task","66","429998","0.0-3.0-0.50","45","low"
"52","safe","49","blue-14","red-163","safe","risky","494","bandit-task","67","432822","0.0-3.0-0.51","45","low"
"53","risky","65","blue-14","red-163","safe","risky","382","bandit-task","68","435694","0.0-3.0-0.52","45","low"
"54","risky","27","blue-14","red-163","safe","risky","478","bandit-task","69","438471","0.0-3.0-0.53","45","low"
"55","safe","49","blue-14","red-163","safe","risky","422","bandit-task","70","441183","0.0-3.0-0.54","45","low"
"56","risky","32","blue-14","red-163","safe","risky","478","bandit-task","71","444030","0.0-3.0-0.55","45","low"
"57","safe","51","blue-14","red-163","safe","risky","782","bandit-task","72","447151","0.0-3.0-0.56","45","low"
"58","risky","29","blue-14","red-163","safe","risky","638","bandit-task","73","450055","0.0-3.0-0.57","45","low"
"59","safe","51","blue-14","red-163","safe","risky","478","bandit-task","74","452814","0.0-3.0-0.58","45","low"
"60","risky","70","blue-14","red-163","safe","risky","639","bandit-task","75","455750","0.0-3.0-0.59","45","low"
"61","safe","50","blue-14","red-163","safe","risky","583","bandit-task","76","458622","0.0-3.0-0.60","45","low"
"62","risky","46","blue-14","red-163","safe","risky","358","bandit-task","77","461687","0.0-3.0-0.61","45","low"
"63","safe","51","blue-14","red-163","safe","risky","333","bandit-task","78","464326","0.0-3.0-0.62","45","low"
"64","safe","49","blue-14","red-163","safe","risky","455","bandit-task","79","467158","0.0-3.0-0.63","45","low"
"65","risky","26","blue-14","red-163","safe","risky","366","bandit-task","80","470038","0.0-3.0-0.64","45","low"
"66","safe","50","blue-14","red-163","safe","risky","639","bandit-task","81","473006","0.0-3.0-0.65","45","low"
"67","risky","38","blue-14","red-163","safe","risky","567","bandit-task","82","475894","0.0-3.0-0.66","45","low"
"68","safe","50","blue-14","red-163","safe","risky","350","bandit-task","83","478614","0.0-3.0-0.67","45","low"
"69","safe","49","blue-14","red-163","safe","risky","471","bandit-task","84","481646","0.0-3.0-0.68","45","low"
"70","safe","49","blue-14","red-163","safe","risky","359","bandit-task","85","484462","0.0-3.0-0.69","45","low"
"71","risky","63","blue-14","red-163","safe","risky","318","bandit-task","86","487262","0.0-3.0-0.70","45","low"
"72","safe","50","blue-14","red-163","safe","risky","278","bandit-task","87","489862","0.0-3.0-0.71","45","low"
"73","risky","27","blue-14","red-163","safe","risky","351","bandit-task","88","492558","0.0-3.0-0.72","45","low"
"74","safe","51","blue-14","red-163","safe","risky","2006","bandit-task","89","496817","0.0-3.0-0.73","45","low"
"75","safe","49","blue-14","red-163","safe","risky","461","bandit-task","90","499961","0.0-3.0-0.74","45","low"
"76","risky","59","blue-14","red-163","safe","risky","599","bandit-task","91","502945","0.0-3.0-0.75","45","low"
"77","safe","50","blue-14","red-163","safe","risky","438","bandit-task","92","505681","0.0-3.0-0.76","45","low"
"78","risky","80","blue-14","red-163","safe","risky","461","bandit-task","93","508417","0.0-3.0-0.77","45","low"
"79","safe","51","blue-14","red-163","safe","risky","774","bandit-task","94","511369","0.0-3.0-0.78","45","low"
"80","safe","51","blue-14","red-163","safe","risky","581","bandit-task","95","514249","0.0-3.0-0.79","45","low"
"81","safe","49","blue-14","red-163","safe","risky","365","bandit-task","96","516921","0.0-3.0-0.80","45","low"
"82","risky","38","blue-14","red-163","safe","risky","454","bandit-task","97","519473","0.0-3.0-0.81","45","low"
"83","safe","52","blue-14","red-163","safe","risky","621","bandit-task","98","522377","0.0-3.0-0.82","45","low"
"84","risky","18","blue-14","red-163","safe","risky","334","bandit-task","99","525065","0.0-3.0-0.83","45","low"
"85","safe","51","blue-14","red-163","safe","risky","342","bandit-task","100","527769","0.0-3.0-0.84","45","low"
"86","safe","51","blue-14","red-163","safe","risky","357","bandit-task","101","530465","0.0-3.0-0.85","45","low"
"87","risky","68","blue-14","red-163","safe","risky","374","bandit-task","102","533153","0.0-3.0-0.86","45","low"
"88","safe","50","blue-14","red-163","safe","risky","749","bandit-task","103","536193","0.0-3.0-0.87","45","low"
"89","risky","82","blue-14","red-163","safe","risky","381","bandit-task","104","538873","0.0-3.0-0.88","45","low"
"90","risky","80","blue-14","red-163","safe","risky","342","bandit-task","105","541513","0.0-3.0-0.89","45","low"
"91","safe","50","blue-14","red-163","safe","risky","397","bandit-task","106","544441","0.0-3.0-0.90","45","low"
"92","risky","69","blue-14","red-163","safe","risky","317","bandit-task","107","547033","0.0-3.0-0.91","45","low"
"93","risky","39","blue-14","red-163","safe","risky","357","bandit-task","108","549761","0.0-3.0-0.92","45","low"
"94","safe","51","blue-14","red-163","safe","risky","405","bandit-task","109","552441","0.0-3.0-0.93","45","low"
"95","risky","37","blue-14","red-163","safe","risky","381","bandit-task","110","555145","0.0-3.0-0.94","45","low"
"96","safe","51","blue-14","red-163","safe","risky","317","bandit-task","111","558033","0.0-3.0-0.95","45","low"
"97","risky","26","blue-14","red-163","safe","risky","333","bandit-task","112","560681","0.0-3.0-0.96","45","low"
"98","risky","61","blue-14","red-163","safe","risky","334","bandit-task","113","563345","0.0-3.0-0.97","45","low"
"99","risky","36","blue-14","red-163","safe","risky","271","bandit-task","114","565897","0.0-3.0-0.98","45","low"
"100","risky","56","blue-14","red-163","safe","risky","285","bandit-task","115","568473","0.0-3.0-0.99","45","low"
"101","risky","47","blue-14","red-163","safe","risky","318","bandit-task","116","571121","0.0-3.0-0.100","45","low"
"102","safe","50","blue-14","red-163","safe","risky","341","bandit-task","117","573745","0.0-3.0-0.101","45","low"
"103","safe","51","blue-14","red-163","safe","risky","301","bandit-task","118","576457","0.0-3.0-0.102","45","low"
"104","risky","40","blue-14","red-163","safe","risky","310","bandit-task","119","579057","0.0-3.0-0.103","45","low"
"105","risky","60","blue-14","red-163","safe","risky","381","bandit-task","120","581753","0.0-3.0-0.104","45","low"
"106","safe","50","blue-14","red-163","safe","risky","358","bandit-task","121","584409","0.0-3.0-0.105","45","low"
"107","safe","51","blue-14","red-163","safe","risky","581","bandit-task","122","587281","0.0-3.0-0.106","45","low"
"108","risky","62","blue-14","red-163","safe","risky","318","bandit-task","123","589849","0.0-3.0-0.107","45","low"
"109","safe","49","blue-14","red-163","safe","risky","325","bandit-task","124","592481","0.0-3.0-0.108","45","low"
"110","risky","78","blue-14","red-163","safe","risky","326","bandit-task","125","595225","0.0-3.0-0.109","45","low"
