"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","81","red-181","blue-149","risky","safe","1778","bandit-task","7","125064","0.0-3.0-0.0","35","low"
"2","risky","34","red-181","blue-149","risky","safe","1918","bandit-task","8","129838","0.0-3.0-0.1","35","low"
"3","safe","49","red-181","blue-149","risky","safe","1150","bandit-task","9","133750","0.0-3.0-0.2","35","low"
"4","safe","50","red-181","blue-149","risky","safe","854","bandit-task","10","137382","0.0-3.0-0.3","35","low"
"5","safe","51","red-181","blue-149","risky","safe","1046","bandit-task","11","141686","0.0-3.0-0.4","35","low"
"6","risky","24","red-181","blue-149","risky","safe","942","bandit-task","12","145270","0.0-3.0-0.5","35","low"
"7","safe","49","red-181","blue-149","risky","safe","735","bandit-task","13","148478","0.0-3.0-0.6","35","low"
"8","risky","45","red-181","blue-149","risky","safe","727","bandit-task","14","151750","0.0-3.0-0.7","35","low"
"9","safe","49","red-181","blue-149","risky","safe","462","bandit-task","15","154686","0.0-3.0-0.8","35","low"
"10","safe","51","red-181","blue-149","risky","safe","631","bandit-task","16","157934","0.0-3.0-0.9","35","low"
"11","safe","51","red-181","blue-149","risky","safe","495","bandit-task","17","161078","0.0-3.0-0.10","35","low"
"12","risky","28","red-181","blue-149","risky","safe","519","bandit-task","18","164182","0.0-3.0-0.11","35","low"
"13","safe","50","red-181","blue-149","risky","safe","382","bandit-task","19","167182","0.0-3.0-0.12","35","low"
"14","safe","49","red-181","blue-149","risky","safe","358","bandit-task","20","170358","0.0-3.0-0.13","35","low"
"15","safe","52","red-181","blue-149","risky","safe","366","bandit-task","21","174798","0.0-3.0-0.14","35","low"
"16","safe","51","red-181","blue-149","risky","safe","367","bandit-task","22","178590","0.0-3.0-0.15","35","low"
"17","risky","27","red-181","blue-149","risky","safe","543","bandit-task","23","181645","0.0-3.0-0.16","35","low"
"18","safe","49","red-181","blue-149","risky","safe","511","bandit-task","24","184678","0.0-3.0-0.17","35","low"
"19","safe","51","red-181","blue-149","risky","safe","343","bandit-task","25","187429","0.0-3.0-0.18","35","low"
"20","safe","50","red-181","blue-149","risky","safe","342","bandit-task","26","190737","0.0-3.0-0.19","35","low"
"21","risky","57","red-181","blue-149","risky","safe","398","bandit-task","27","193793","0.0-3.0-0.20","35","low"
"22","safe","50","red-181","blue-149","risky","safe","630","bandit-task","28","197161","0.0-3.0-0.21","35","low"
"23","risky","69","red-181","blue-149","risky","safe","398","bandit-task","29","200473","0.0-3.0-0.22","35","low"
"24","safe","49","red-181","blue-149","risky","safe","486","bandit-task","30","203545","0.0-3.0-0.23","35","low"
"25","risky","35","red-181","blue-149","risky","safe","382","bandit-task","31","206769","0.0-3.0-0.24","35","low"
"26","safe","49","red-181","blue-149","risky","safe","454","bandit-task","32","210001","0.0-3.0-0.25","35","low"
"27","safe","50","red-181","blue-149","risky","safe","446","bandit-task","33","213697","0.0-3.0-0.26","35","low"
"28","risky","74","red-181","blue-149","risky","safe","430","bandit-task","34","217833","0.0-3.0-0.27","35","low"
"29","safe","51","red-181","blue-149","risky","safe","430","bandit-task","35","221361","0.0-3.0-0.28","35","low"
"30","risky","56","red-181","blue-149","risky","safe","454","bandit-task","36","224497","0.0-3.0-0.29","35","low"
"31","safe","49","red-181","blue-149","risky","safe","478","bandit-task","37","228329","0.0-3.0-0.30","35","low"
"32","risky","41","red-181","blue-149","risky","safe","342","bandit-task","38","231129","0.0-3.0-0.31","35","low"
"33","safe","51","red-181","blue-149","risky","safe","478","bandit-task","39","234545","0.0-3.0-0.32","35","low"
"34","safe","49","red-181","blue-149","risky","safe","407","bandit-task","40","237553","0.0-3.0-0.33","35","low"
"35","safe","49","red-181","blue-149","risky","safe","406","bandit-task","41","241185","0.0-3.0-0.34","35","low"
"36","risky","20","red-181","blue-149","risky","safe","479","bandit-task","42","244457","0.0-3.0-0.35","35","low"
"37","safe","52","red-181","blue-149","risky","safe","430","bandit-task","43","248017","0.0-3.0-0.36","35","low"
"38","risky","63","red-181","blue-149","risky","safe","862","bandit-task","44","252094","0.0-3.0-0.37","35","low"
"39","risky","76","red-181","blue-149","risky","safe","366","bandit-task","45","256293","0.0-3.0-0.38","35","low"
"40","safe","49","red-181","blue-149","risky","safe","639","bandit-task","46","259597","0.0-3.0-0.39","35","low"
"41","risky","75","red-181","blue-149","risky","safe","511","bandit-task","47","262749","0.0-3.0-0.40","35","low"
"42","risky","40","red-181","blue-149","risky","safe","446","bandit-task","48","265821","0.0-3.0-0.41","35","low"
"43","safe","49","red-181","blue-149","risky","safe","414","bandit-task","49","268677","0.0-3.0-0.42","35","low"
"44","safe","50","red-181","blue-149","risky","safe","383","bandit-task","50","271941","0.0-3.0-0.43","35","low"
"45","risky","75","red-181","blue-149","risky","safe","367","bandit-task","51","275013","0.0-3.0-0.44","35","low"
"46","safe","51","red-181","blue-149","risky","safe","391","bandit-task","52","278014","0.0-3.0-0.45","35","low"
"47","risky","27","red-181","blue-149","risky","safe","390","bandit-task","53","281197","0.0-3.0-0.46","35","low"
"48","risky","30","red-181","blue-149","risky","safe","318","bandit-task","54","284358","0.0-3.0-0.47","35","low"
"49","risky","63","red-181","blue-149","risky","safe","397","bandit-task","55","287381","0.0-3.0-0.48","35","low"
"50","risky","32","red-181","blue-149","risky","safe","342","bandit-task","56","290421","0.0-3.0-0.49","35","low"
"51","risky","85","red-181","blue-149","risky","safe","326","bandit-task","57","293269","0.0-3.0-0.50","35","low"
"52","safe","52","red-181","blue-149","risky","safe","350","bandit-task","58","296045","0.0-3.0-0.51","35","low"
"53","risky","38","red-181","blue-149","risky","safe","382","bandit-task","59","299005","0.0-3.0-0.52","35","low"
"54","risky","15","red-181","blue-149","risky","safe","557","bandit-task","60","302157","0.0-3.0-0.53","35","low"
"55","risky","30","red-181","blue-149","risky","safe","326","bandit-task","61","304941","0.0-3.0-0.54","35","low"
"56","safe","51","red-181","blue-149","risky","safe","342","bandit-task","62","307845","0.0-3.0-0.55","35","low"
"57","risky","41","red-181","blue-149","risky","safe","366","bandit-task","63","310925","0.0-3.0-0.56","35","low"
"58","risky","26","red-181","blue-149","risky","safe","350","bandit-task","64","314761","0.0-3.0-0.57","35","low"
"59","safe","48","red-181","blue-149","risky","safe","686","bandit-task","65","318369","0.0-3.0-0.58","35","low"
"60","safe","51","red-181","blue-149","risky","safe","406","bandit-task","66","321297","0.0-3.0-0.59","35","low"
"61","safe","49","red-181","blue-149","risky","safe","390","bandit-task","67","324169","0.0-3.0-0.60","35","low"
"62","safe","49","red-181","blue-149","risky","safe","414","bandit-task","68","327441","0.0-3.0-0.61","35","low"
"63","safe","50","red-181","blue-149","risky","safe","358","bandit-task","69","331057","0.0-3.0-0.62","35","low"
"64","safe","50","red-181","blue-149","risky","safe","406","bandit-task","70","334393","0.0-3.0-0.63","35","low"
"65","safe","49","red-181","blue-149","risky","safe","430","bandit-task","71","337441","0.0-3.0-0.64","35","low"
"66","safe","50","red-181","blue-149","risky","safe","526","bandit-task","72","341137","0.0-3.0-0.65","35","low"
"67","safe","50","red-181","blue-149","risky","safe","390","bandit-task","73","344249","0.0-3.0-0.66","35","low"
"68","safe","50","red-181","blue-149","risky","safe","318","bandit-task","74","347761","0.0-3.0-0.67","35","low"
"69","safe","51","red-181","blue-149","risky","safe","446","bandit-task","75","350849","0.0-3.0-0.68","35","low"
"70","safe","50","red-181","blue-149","risky","safe","454","bandit-task","76","354161","0.0-3.0-0.69","35","low"
"71","risky","67","red-181","blue-149","risky","safe","422","bandit-task","77","357529","0.0-3.0-0.70","35","low"
"72","risky","57","red-181","blue-149","risky","safe","406","bandit-task","78","361457","0.0-3.0-0.71","35","low"
"73","risky","40","red-181","blue-149","risky","safe","510","bandit-task","79","364601","0.0-3.0-0.72","35","low"
"74","safe","50","red-181","blue-149","risky","safe","478","bandit-task","80","367665","0.0-3.0-0.73","35","low"
"75","safe","52","red-181","blue-149","risky","safe","414","bandit-task","81","371897","0.0-3.0-0.74","35","low"
