"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","red-139","blue-99","risky","safe","1917","bandit-task","7","322840","0.0-3.0-0.0","100","low"
"2","safe","48","red-139","blue-99","risky","safe","1078","bandit-task","8","326440","0.0-3.0-0.1","100","low"
"3","safe","49","red-139","blue-99","risky","safe","839","bandit-task","9","329760","0.0-3.0-0.2","100","low"
"4","risky","22","red-139","blue-99","risky","safe","671","bandit-task","10","332960","0.0-3.0-0.3","100","low"
"5","safe","50","red-139","blue-99","risky","safe","630","bandit-task","11","336007","0.0-3.0-0.4","100","low"
"6","safe","52","red-139","blue-99","risky","safe","687","bandit-task","12","339400","0.0-3.0-0.5","100","low"
"7","safe","48","red-139","blue-99","risky","safe","751","bandit-task","13","342495","0.0-3.0-0.6","100","low"
"8","risky","31","red-139","blue-99","risky","safe","583","bandit-task","14","345423","0.0-3.0-0.7","100","low"
"9","safe","50","red-139","blue-99","risky","safe","527","bandit-task","15","348279","0.0-3.0-0.8","100","low"
"10","safe","50","red-139","blue-99","risky","safe","631","bandit-task","16","351368","0.0-3.0-0.9","100","low"
"11","safe","48","red-139","blue-99","risky","safe","502","bandit-task","17","354207","0.0-3.0-0.10","100","low"
"12","safe","49","red-139","blue-99","risky","safe","519","bandit-task","18","357056","0.0-3.0-0.11","100","low"
"13","safe","52","red-139","blue-99","risky","safe","519","bandit-task","19","359935","0.0-3.0-0.12","100","low"
"14","risky","39","red-139","blue-99","risky","safe","1319","bandit-task","20","363776","0.0-3.0-0.13","100","low"
"15","safe","50","red-139","blue-99","risky","safe","487","bandit-task","21","367079","0.0-3.0-0.14","100","low"
"16","safe","48","red-139","blue-99","risky","safe","799","bandit-task","22","370519","0.0-3.0-0.15","100","low"
"17","safe","50","red-139","blue-99","risky","safe","782","bandit-task","23","374304","0.0-3.0-0.16","100","low"
"18","safe","51","red-139","blue-99","risky","safe","743","bandit-task","24","377391","0.0-3.0-0.17","100","low"
"19","safe","50","red-139","blue-99","risky","safe","559","bandit-task","25","380487","0.0-3.0-0.18","100","low"
"20","safe","51","red-139","blue-99","risky","safe","606","bandit-task","26","383471","0.0-3.0-0.19","100","low"
"21","safe","49","red-139","blue-99","risky","safe","670","bandit-task","27","386479","0.0-3.0-0.20","100","low"
"22","safe","49","red-139","blue-99","risky","safe","574","bandit-task","28","389703","0.0-3.0-0.21","100","low"
"23","safe","52","red-139","blue-99","risky","safe","662","bandit-task","29","393239","0.0-3.0-0.22","100","low"
"24","safe","50","red-139","blue-99","risky","safe","910","bandit-task","30","396583","0.0-3.0-0.23","100","low"
"25","safe","49","red-139","blue-99","risky","safe","598","bandit-task","31","399543","0.0-3.0-0.24","100","low"
"26","risky","78","red-139","blue-99","risky","safe","718","bandit-task","32","403383","0.0-3.0-0.25","100","low"
"27","risky","49","red-139","blue-99","risky","safe","902","bandit-task","33","406727","0.0-3.0-0.26","100","low"
"28","safe","50","red-139","blue-99","risky","safe","574","bandit-task","34","409703","0.0-3.0-0.27","100","low"
"29","risky","68","red-139","blue-99","risky","safe","782","bandit-task","35","413038","0.0-3.0-0.28","100","low"
"30","risky","45","red-139","blue-99","risky","safe","862","bandit-task","36","416486","0.0-3.0-0.29","100","low"
"31","risky","22","red-139","blue-99","risky","safe","798","bandit-task","37","419669","0.0-3.0-0.30","100","low"
