"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","red-209","blue-35","safe","risky","3013","bandit-task","4","192127","0.0-3.0-0.0","87","high"
"2","safe","49","red-143","blue-110","safe","risky","2158","bandit-task","5","197223","0.0-3.0-0.1","87","high"
"3","safe","50","red-199","blue-89","safe","risky","2486","bandit-task","6","202607","0.0-3.0-0.2","87","high"
"4","risky","62","red-130","blue-155","safe","risky","5470","bandit-task","7","210975","0.0-3.0-0.3","87","high"
"5","risky","84","red-221","blue-4","safe","risky","1662","bandit-task","8","215175","0.0-3.0-0.4","87","high"
"6","risky","30","red-28","blue-67","safe","risky","2086","bandit-task","9","219807","0.0-3.0-0.5","87","high"
"7","safe","50","red-11","blue-54","safe","risky","1814","bandit-task","10","224245","0.0-3.0-0.6","87","high"
"8","safe","50","red-151","blue-193","safe","risky","1494","bandit-task","11","228165","0.0-3.0-0.7","87","high"
"9","safe","49","red-100","blue-218","safe","risky","3126","bandit-task","12","234005","0.0-3.0-0.8","87","high"
"10","risky","75","red-47","blue-161","safe","risky","1750","bandit-task","13","238197","0.0-3.0-0.9","87","high"
"11","risky","23","red-103","blue-137","safe","risky","1334","bandit-task","14","242109","0.0-3.0-0.10","87","high"
"12","risky","26","red-57","blue-84","safe","risky","1814","bandit-task","15","246413","0.0-3.0-0.11","87","high"
"13","safe","50","red-154","blue-93","safe","risky","1054","bandit-task","16","249965","0.0-3.0-0.12","87","high"
"14","safe","49","red-92","blue-153","safe","risky","1870","bandit-task","17","254373","0.0-3.0-0.13","87","high"
"15","risky","62","red-7","blue-27","safe","risky","1654","bandit-task","18","258597","0.0-3.0-0.14","87","high"
"16","risky","29","red-8","blue-24","safe","risky","2566","bandit-task","19","263493","0.0-3.0-0.15","87","high"
"17","risky","43","red-23","blue-206","safe","risky","3982","bandit-task","20","269796","0.0-3.0-0.16","87","high"
"18","safe","50","red-132","blue-114","safe","risky","1438","bandit-task","21","273981","0.0-3.0-0.17","87","high"
"19","safe","49","red-62","blue-183","safe","risky","1550","bandit-task","22","278348","0.0-3.0-0.18","87","high"
"20","risky","28","red-169","blue-172","safe","risky","1814","bandit-task","23","282764","0.0-3.0-0.19","87","high"
"21","safe","50","red-220","blue-174","safe","risky","1473","bandit-task","24","286766","0.0-3.0-0.20","87","high"
"22","safe","50","red-219","blue-197","safe","risky","2095","bandit-task","25","291511","0.0-3.0-0.21","87","high"
"23","safe","52","red-140","blue-106","safe","risky","1750","bandit-task","26","295830","0.0-3.0-0.22","87","high"
"24","safe","48","red-26","blue-133","safe","risky","1255","bandit-task","27","299502","0.0-3.0-0.23","87","high"
"25","safe","50","red-186","blue-49","safe","risky","1710","bandit-task","28","303542","0.0-3.0-0.24","87","high"
