"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","51","blue-12","red-11","risky","safe","1430","bandit-task","4","47269","0.0-3.0-0.0","9","high"
"2","safe","50","blue-178","red-25","risky","safe","1662","bandit-task","5","52217","0.0-3.0-0.1","9","high"
"3","safe","49","blue-1","red-113","risky","safe","1302","bandit-task","6","56465","0.0-3.0-0.2","9","high"
"4","safe","47","blue-117","red-82","risky","safe","1638","bandit-task","7","60929","0.0-3.0-0.3","9","high"
"5","safe","50","blue-128","red-133","risky","safe","1214","bandit-task","8","64881","0.0-3.0-0.4","9","high"
"6","safe","50","blue-174","red-105","risky","safe","958","bandit-task","9","69177","0.0-3.0-0.5","9","high"
"7","safe","51","blue-102","red-111","risky","safe","1206","bandit-task","10","73529","0.0-3.0-0.6","9","high"
"8","safe","52","blue-158","red-71","risky","safe","2270","bandit-task","11","78369","0.0-3.0-0.7","9","high"
"9","safe","49","blue-131","red-115","risky","safe","1542","bandit-task","12","82409","0.0-3.0-0.8","9","high"
"10","safe","49","blue-194","red-167","risky","safe","1454","bandit-task","13","86897","0.0-3.0-0.9","9","high"
"11","safe","52","blue-68","red-196","risky","safe","974","bandit-task","14","90377","0.0-3.0-0.10","9","high"
"12","safe","49","blue-221","red-159","risky","safe","782","bandit-task","15","93697","0.0-3.0-0.11","9","high"
"13","safe","50","blue-199","red-43","risky","safe","2174","bandit-task","16","98633","0.0-3.0-0.12","9","high"
"14","safe","49","blue-65","red-184","risky","safe","1150","bandit-task","17","102792","0.0-3.0-0.13","9","high"
"15","safe","49","blue-151","red-200","risky","safe","2390","bandit-task","18","107960","0.0-3.0-0.14","9","high"
"16","safe","50","blue-42","red-73","risky","safe","1111","bandit-task","19","112048","0.0-3.0-0.15","9","high"
"17","safe","50","blue-27","red-8","risky","safe","1049","bandit-task","20","115818","0.0-3.0-0.16","9","high"
"18","safe","51","blue-155","red-202","risky","safe","1119","bandit-task","21","119466","0.0-3.0-0.17","9","high"
"19","safe","52","blue-144","red-72","risky","safe","678","bandit-task","22","123074","0.0-3.0-0.18","9","high"
"20","safe","47","blue-57","red-147","risky","safe","773","bandit-task","23","126362","0.0-3.0-0.19","9","high"
"21","safe","50","blue-76","red-32","risky","safe","1109","bandit-task","24","130387","0.0-3.0-0.20","9","high"
"22","safe","50","blue-201","red-108","risky","safe","757","bandit-task","25","134106","0.0-3.0-0.21","9","high"
"23","safe","51","blue-39","red-62","risky","safe","582","bandit-task","26","137434","0.0-3.0-0.22","9","high"
"24","safe","50","blue-222","red-22","risky","safe","758","bandit-task","27","141042","0.0-3.0-0.23","9","high"
"25","safe","51","blue-3","red-203","risky","safe","582","bandit-task","28","144290","0.0-3.0-0.24","9","high"
"26","safe","51","blue-204","red-92","risky","safe","1838","bandit-task","29","148538","0.0-3.0-0.25","9","high"
"27","safe","51","blue-122","red-36","risky","safe","926","bandit-task","30","152259","0.0-3.0-0.26","9","high"
"28","safe","50","blue-181","red-88","risky","safe","1174","bandit-task","31","156025","0.0-3.0-0.27","9","high"
"29","safe","48","blue-198","red-33","risky","safe","910","bandit-task","32","159569","0.0-3.0-0.28","9","high"
"30","safe","50","blue-135","red-74","risky","safe","647","bandit-task","33","163082","0.0-3.0-0.29","9","high"
"31","safe","51","blue-58","red-176","risky","safe","622","bandit-task","34","166138","0.0-3.0-0.30","9","high"
"32","safe","50","blue-7","red-95","risky","safe","863","bandit-task","35","169578","0.0-3.0-0.31","9","high"
"33","safe","51","blue-218","red-210","risky","safe","2326","bandit-task","36","174503","0.0-3.0-0.32","9","high"
"34","safe","52","blue-189","red-216","risky","safe","998","bandit-task","37","178511","0.0-3.0-0.33","9","high"
"35","safe","49","blue-211","red-78","risky","safe","1366","bandit-task","38","182583","0.0-3.0-0.34","9","high"
"36","safe","49","blue-9","red-132","risky","safe","1598","bandit-task","39","186799","0.0-3.0-0.35","9","high"
"37","safe","49","blue-162","red-175","risky","safe","590","bandit-task","40","189783","0.0-3.0-0.36","9","high"
"38","safe","51","blue-209","red-98","risky","safe","566","bandit-task","41","192759","0.0-3.0-0.37","9","high"
"39","safe","50","blue-4","red-160","risky","safe","654","bandit-task","42","195839","0.0-3.0-0.38","9","high"
"40","safe","49","blue-177","red-148","risky","safe","606","bandit-task","43","199127","0.0-3.0-0.39","9","high"
