"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","58","red-221","blue-114","risky","safe","3197","bandit-task","4","228786","0.0-3.0-0.0","115","high"
"2","safe","48","red-215","blue-169","risky","safe","2653","bandit-task","5","234762","0.0-3.0-0.1","115","high"
"3","safe","49","red-150","blue-116","risky","safe","2550","bandit-task","6","242138","0.0-3.0-0.2","115","high"
"4","risky","34","red-193","blue-86","risky","safe","2270","bandit-task","7","247394","0.0-3.0-0.3","115","high"
"5","safe","50","red-93","blue-155","risky","safe","1758","bandit-task","8","251938","0.0-3.0-0.4","115","high"
"6","risky","88","red-32","blue-109","risky","safe","1382","bandit-task","9","256226","0.0-3.0-0.5","115","high"
"7","risky","81","red-141","blue-55","risky","safe","2278","bandit-task","10","261114","0.0-3.0-0.6","115","high"
"8","risky","78","red-207","blue-103","risky","safe","1182","bandit-task","11","264658","0.0-3.0-0.7","115","high"
"9","risky","35","red-15","blue-124","risky","safe","1271","bandit-task","12","269162","0.0-3.0-0.8","115","high"
"10","safe","50","red-180","blue-187","risky","safe","966","bandit-task","13","272626","0.0-3.0-0.9","115","high"
"11","safe","50","red-166","blue-76","risky","safe","2550","bandit-task","14","277680","0.0-3.0-0.10","115","high"
"12","risky","60","red-135","blue-10","risky","safe","853","bandit-task","15","281176","0.0-3.0-0.11","115","high"
"13","risky","21","red-147","blue-195","risky","safe","1069","bandit-task","16","284720","0.0-3.0-0.12","115","high"
"14","risky","27","red-68","blue-178","risky","safe","1413","bandit-task","17","289072","0.0-3.0-0.13","115","high"
"15","risky","85","red-129","blue-153","risky","safe","2142","bandit-task","18","293944","0.0-3.0-0.14","115","high"
"16","risky","64","red-1","blue-66","risky","safe","2758","bandit-task","19","299712","0.0-3.0-0.15","115","high"
"17","risky","16","red-79","blue-222","risky","safe","2470","bandit-task","20","305296","0.0-3.0-0.16","115","high"
