"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","42","red-48","blue-159","safe","risky","1980","bandit-task","7","210084","0.0-3.0-0.0","80","low"
"2","safe","50","red-48","blue-159","safe","risky","814","bandit-task","8","213924","0.0-3.0-0.1","80","low"
"3","safe","50","red-48","blue-159","safe","risky","726","bandit-task","9","217052","0.0-3.0-0.2","80","low"
"4","safe","49","red-48","blue-159","safe","risky","566","bandit-task","10","219980","0.0-3.0-0.3","80","low"
"5","risky","73","red-48","blue-159","safe","risky","726","bandit-task","11","223256","0.0-3.0-0.4","80","low"
"6","risky","28","red-48","blue-159","safe","risky","1206","bandit-task","12","227095","0.0-3.0-0.5","80","low"
"7","safe","50","red-48","blue-159","safe","risky","671","bandit-task","13","230528","0.0-3.0-0.6","80","low"
"8","safe","49","red-48","blue-159","safe","risky","838","bandit-task","14","233719","0.0-3.0-0.7","80","low"
"9","risky","20","red-48","blue-159","safe","risky","447","bandit-task","15","236519","0.0-3.0-0.8","80","low"
"10","risky","21","red-48","blue-159","safe","risky","503","bandit-task","16","239407","0.0-3.0-0.9","80","low"
"11","safe","51","red-48","blue-159","safe","risky","511","bandit-task","17","242271","0.0-3.0-0.10","80","low"
"12","safe","51","red-48","blue-159","safe","risky","367","bandit-task","18","245007","0.0-3.0-0.11","80","low"
"13","safe","50","red-48","blue-159","safe","risky","358","bandit-task","19","248063","0.0-3.0-0.12","80","low"
"14","safe","49","red-48","blue-159","safe","risky","471","bandit-task","20","250943","0.0-3.0-0.13","80","low"
"15","safe","50","red-48","blue-159","safe","risky","534","bandit-task","21","253959","0.0-3.0-0.14","80","low"
"16","risky","67","red-48","blue-159","safe","risky","599","bandit-task","22","256903","0.0-3.0-0.15","80","low"
"17","safe","49","red-48","blue-159","safe","risky","454","bandit-task","23","259727","0.0-3.0-0.16","80","low"
"18","safe","49","red-48","blue-159","safe","risky","534","bandit-task","24","262631","0.0-3.0-0.17","80","low"
"19","risky","20","red-48","blue-159","safe","risky","790","bandit-task","25","265775","0.0-3.0-0.18","80","low"
"20","safe","49","red-48","blue-159","safe","risky","485","bandit-task","26","268615","0.0-3.0-0.19","80","low"
"21","safe","49","red-48","blue-159","safe","risky","557","bandit-task","27","271551","0.0-3.0-0.20","80","low"
"22","safe","50","red-48","blue-159","safe","risky","454","bandit-task","28","274343","0.0-3.0-0.21","80","low"
"23","risky","19","red-48","blue-159","safe","risky","454","bandit-task","29","277143","0.0-3.0-0.22","80","low"
"24","risky","33","red-48","blue-159","safe","risky","470","bandit-task","30","279959","0.0-3.0-0.23","80","low"
"25","safe","51","red-48","blue-159","safe","risky","534","bandit-task","31","282887","0.0-3.0-0.24","80","low"
"26","safe","51","red-48","blue-159","safe","risky","444","bandit-task","32","285941","0.0-3.0-0.25","80","low"
"27","safe","52","red-48","blue-159","safe","risky","502","bandit-task","33","289149","0.0-3.0-0.26","80","low"
"28","safe","49","red-48","blue-159","safe","risky","391","bandit-task","34","292429","0.0-3.0-0.27","80","low"
"29","risky","77","red-48","blue-159","safe","risky","422","bandit-task","35","295413","0.0-3.0-0.28","80","low"
"30","safe","51","red-48","blue-159","safe","risky","574","bandit-task","36","298357","0.0-3.0-0.29","80","low"
"31","safe","50","red-48","blue-159","safe","risky","454","bandit-task","37","301285","0.0-3.0-0.30","80","low"
"32","safe","50","red-48","blue-159","safe","risky","542","bandit-task","38","304261","0.0-3.0-0.31","80","low"
"33","safe","49","red-48","blue-159","safe","risky","390","bandit-task","39","307221","0.0-3.0-0.32","80","low"
"34","risky","39","red-48","blue-159","safe","risky","381","bandit-task","40","309949","0.0-3.0-0.33","80","low"
"35","safe","49","red-48","blue-159","safe","risky","518","bandit-task","41","312837","0.0-3.0-0.34","80","low"
