"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","44","blue-133","red-109","risky","safe","1990","bandit-task","4","336630","0.0-3.0-0.0","44","high"
"2","risky","43","blue-19","red-188","risky","safe","1398","bandit-task","5","340590","0.0-3.0-0.1","44","high"
"3","safe","49","blue-200","red-121","risky","safe","598","bandit-task","6","343693","0.0-3.0-0.2","44","high"
"4","risky","39","blue-9","red-12","risky","safe","719","bandit-task","7","347237","0.0-3.0-0.3","44","high"
"5","safe","50","blue-87","red-115","risky","safe","855","bandit-task","8","350509","0.0-3.0-0.4","44","high"
"6","safe","51","blue-3","red-103","risky","safe","526","bandit-task","9","353413","0.0-3.0-0.5","44","high"
"7","safe","50","blue-81","red-127","risky","safe","454","bandit-task","10","356237","0.0-3.0-0.6","44","high"
"8","safe","51","blue-177","red-80","risky","safe","502","bandit-task","11","359085","0.0-3.0-0.7","44","high"
"9","safe","50","blue-205","red-207","risky","safe","422","bandit-task","12","361861","0.0-3.0-0.8","44","high"
"10","safe","49","blue-51","red-37","risky","safe","390","bandit-task","13","364629","0.0-3.0-0.9","44","high"
"11","safe","50","blue-212","red-150","risky","safe","422","bandit-task","14","367397","0.0-3.0-0.10","44","high"
"12","safe","52","blue-131","red-144","risky","safe","382","bandit-task","15","370149","0.0-3.0-0.11","44","high"
"13","safe","50","blue-84","red-184","risky","safe","382","bandit-task","16","372909","0.0-3.0-0.12","44","high"
"14","safe","50","blue-24","red-173","risky","safe","414","bandit-task","17","375677","0.0-3.0-0.13","44","high"
"15","safe","50","blue-64","red-218","risky","safe","582","bandit-task","18","379174","0.0-3.0-0.14","44","high"
"16","risky","40","blue-210","red-221","risky","safe","861","bandit-task","19","382374","0.0-3.0-0.15","44","high"
"17","risky","80","blue-194","red-21","risky","safe","526","bandit-task","20","385758","0.0-3.0-0.16","44","high"
"18","risky","35","blue-130","red-70","risky","safe","1550","bandit-task","21","389630","0.0-3.0-0.17","44","high"
"19","safe","51","blue-189","red-142","risky","safe","1030","bandit-task","22","393046","0.0-3.0-0.18","44","high"
"20","risky","66","blue-178","red-190","risky","safe","709","bandit-task","23","396310","0.0-3.0-0.19","44","high"
"21","safe","51","blue-106","red-116","risky","safe","1334","bandit-task","24","400198","0.0-3.0-0.20","44","high"
"22","safe","49","blue-66","red-191","risky","safe","557","bandit-task","25","403206","0.0-3.0-0.21","44","high"
"23","safe","49","blue-206","red-34","risky","safe","614","bandit-task","26","406750","0.0-3.0-0.22","44","high"
"24","safe","51","blue-201","red-60","risky","safe","446","bandit-task","27","409702","0.0-3.0-0.23","44","high"
"25","risky","29","blue-171","red-13","risky","safe","814","bandit-task","28","412870","0.0-3.0-0.24","44","high"
"26","risky","71","blue-44","red-50","risky","safe","542","bandit-task","29","416814","0.0-3.0-0.25","44","high"
"27","risky","36","blue-75","red-63","risky","safe","662","bandit-task","30","419918","0.0-3.0-0.26","44","high"
"28","risky","71","blue-155","red-154","risky","safe","574","bandit-task","31","423118","0.0-3.0-0.27","44","high"
"29","risky","59","blue-199","red-123","risky","safe","598","bandit-task","32","426166","0.0-3.0-0.28","44","high"
"30","risky","61","blue-203","red-69","risky","safe","414","bandit-task","33","429021","0.0-3.0-0.29","44","high"
"31","risky","29","blue-132","red-85","risky","safe","439","bandit-task","34","431910","0.0-3.0-0.30","44","high"
"32","risky","36","blue-175","red-169","risky","safe","655","bandit-task","35","434934","0.0-3.0-0.31","44","high"
"33","risky","76","blue-92","red-77","risky","safe","414","bandit-task","36","437909","0.0-3.0-0.32","44","high"
"34","safe","50","blue-35","red-102","risky","safe","575","bandit-task","37","440828","0.0-3.0-0.33","44","high"
"35","risky","41","blue-49","red-91","risky","safe","559","bandit-task","38","444037","0.0-3.0-0.34","44","high"
"36","risky","23","blue-2","red-170","risky","safe","453","bandit-task","39","446868","0.0-3.0-0.35","44","high"
"37","risky","26","blue-82","red-111","risky","safe","399","bandit-task","40","449877","0.0-3.0-0.36","44","high"
"38","risky","30","blue-120","red-98","risky","safe","726","bandit-task","41","452933","0.0-3.0-0.37","44","high"
"39","risky","80","blue-195","red-10","risky","safe","438","bandit-task","42","455973","0.0-3.0-0.38","44","high"
"40","safe","51","blue-180","red-89","risky","safe","534","bandit-task","43","458908","0.0-3.0-0.39","44","high"
"41","safe","50","blue-164","red-99","risky","safe","446","bandit-task","44","461812","0.0-3.0-0.40","44","high"
"42","safe","51","blue-152","red-56","risky","safe","814","bandit-task","45","465068","0.0-3.0-0.41","44","high"
"43","safe","51","blue-117","red-86","risky","safe","1406","bandit-task","46","468836","0.0-3.0-0.42","44","high"
"44","risky","72","blue-95","red-161","risky","safe","1215","bandit-task","47","472412","0.0-3.0-0.43","44","high"
"45","safe","50","blue-125","red-198","risky","safe","821","bandit-task","48","475765","0.0-3.0-0.44","44","high"
"46","safe","49","blue-42","red-15","risky","safe","1075","bandit-task","49","479948","0.0-3.0-0.45","44","high"
"47","safe","50","blue-146","red-107","risky","safe","1774","bandit-task","50","484356","0.0-3.0-0.46","44","high"
"48","safe","50","blue-7","red-204","risky","safe","1262","bandit-task","51","488220","0.0-3.0-0.47","44","high"
"49","safe","49","blue-139","red-14","risky","safe","710","bandit-task","52","491324","0.0-3.0-0.48","44","high"
"50","safe","50","blue-172","red-134","risky","safe","470","bandit-task","53","494876","0.0-3.0-0.49","44","high"
"51","risky","77","blue-220","red-143","risky","safe","1038","bandit-task","54","498364","0.0-3.0-0.50","44","high"
"52","safe","51","blue-100","red-58","risky","safe","726","bandit-task","55","501458","0.0-3.0-0.51","44","high"
"53","safe","51","blue-159","red-181","risky","safe","886","bandit-task","56","504954","0.0-3.0-0.52","44","high"
"54","safe","50","blue-55","red-57","risky","safe","573","bandit-task","57","508242","0.0-3.0-0.53","44","high"
"55","risky","64","blue-163","red-11","risky","safe","2645","bandit-task","58","513570","0.0-3.0-0.54","44","high"
"56","safe","49","blue-68","red-185","risky","safe","1270","bandit-task","59","517618","0.0-3.0-0.55","44","high"
"57","risky","72","blue-61","red-168","risky","safe","878","bandit-task","60","520890","0.0-3.0-0.56","44","high"
"58","safe","49","blue-27","red-72","risky","safe","542","bandit-task","61","523786","0.0-3.0-0.57","44","high"
"59","risky","63","blue-219","red-78","risky","safe","566","bandit-task","62","527090","0.0-3.0-0.58","44","high"
"60","safe","51","blue-52","red-119","risky","safe","846","bandit-task","63","530986","0.0-3.0-0.59","44","high"
"61","risky","43","blue-174","red-129","risky","safe","638","bandit-task","64","534634","0.0-3.0-0.60","44","high"
"62","risky","70","blue-6","red-197","risky","safe","446","bandit-task","65","537433","0.0-3.0-0.61","44","high"
"63","safe","50","blue-124","red-40","risky","safe","526","bandit-task","66","541154","0.0-3.0-0.62","44","high"
"64","risky","43","blue-96","red-176","risky","safe","2414","bandit-task","67","546234","0.0-3.0-0.63","44","high"
"65","risky","55","blue-192","red-118","risky","safe","462","bandit-task","68","549049","0.0-3.0-0.64","44","high"
"66","safe","51","blue-94","red-211","risky","safe","518","bandit-task","69","552433","0.0-3.0-0.65","44","high"
"67","safe","51","blue-41","red-193","risky","safe","590","bandit-task","70","555369","0.0-3.0-0.66","44","high"
"68","safe","48","blue-48","red-113","risky","safe","959","bandit-task","71","559121","0.0-3.0-0.67","44","high"
"69","risky","37","blue-151","red-122","risky","safe","1214","bandit-task","72","562832","0.0-3.0-0.68","44","high"
"70","safe","50","blue-213","red-166","risky","safe","615","bandit-task","73","565792","0.0-3.0-0.69","44","high"
"71","safe","51","blue-22","red-73","risky","safe","854","bandit-task","74","569792","0.0-3.0-0.70","44","high"
"72","safe","48","blue-216","red-83","risky","safe","694","bandit-task","75","573600","0.0-3.0-0.71","44","high"
"73","safe","51","blue-141","red-97","risky","safe","989","bandit-task","76","577664","0.0-3.0-0.72","44","high"
"74","safe","49","blue-62","red-67","risky","safe","637","bandit-task","77","581248","0.0-3.0-0.73","44","high"
"75","safe","50","blue-148","red-31","risky","safe","838","bandit-task","78","585896","0.0-3.0-0.74","44","high"
"76","risky","72","blue-160","red-101","risky","safe","942","bandit-task","79","589392","0.0-3.0-0.75","44","high"
"77","safe","49","blue-167","red-209","risky","safe","2742","bandit-task","80","595648","0.0-3.0-0.76","44","high"
"78","safe","50","blue-90","red-214","risky","safe","1118","bandit-task","81","600456","0.0-3.0-0.77","44","high"
"79","risky","69","blue-110","red-104","risky","safe","910","bandit-task","82","604128","0.0-3.0-0.78","44","high"
"80","safe","48","blue-16","red-59","risky","safe","1110","bandit-task","83","608552","0.0-3.0-0.79","44","high"
"81","safe","51","blue-20","red-136","risky","safe","5950","bandit-task","84","616864","0.0-3.0-0.80","44","high"
"82","risky","84","blue-65","red-156","risky","safe","773","bandit-task","85","620864","0.0-3.0-0.81","44","high"
