"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","89","red-17","blue-222","safe","risky","1415","bandit-task","4","102209","0.0-3.0-0.0","16","high"
"2","safe","50","red-49","blue-83","safe","risky","1686","bandit-task","5","106401","0.0-3.0-0.1","16","high"
"3","safe","50","red-204","blue-70","safe","risky","1686","bandit-task","6","110688","0.0-3.0-0.2","16","high"
"4","risky","90","red-138","blue-140","safe","risky","1054","bandit-task","7","114128","0.0-3.0-0.3","16","high"
"5","risky","64","red-27","blue-146","safe","risky","1647","bandit-task","8","118257","0.0-3.0-0.4","16","high"
"6","risky","27","red-168","blue-37","safe","risky","1102","bandit-task","9","121705","0.0-3.0-0.5","16","high"
"7","safe","48","red-55","blue-148","safe","risky","775","bandit-task","10","125385","0.0-3.0-0.6","16","high"
"8","safe","49","red-218","blue-129","safe","risky","526","bandit-task","11","128233","0.0-3.0-0.7","16","high"
"9","safe","49","red-174","blue-133","safe","risky","597","bandit-task","12","131393","0.0-3.0-0.8","16","high"
"10","risky","71","red-77","blue-75","safe","risky","1118","bandit-task","13","137865","0.0-3.0-0.9","16","high"
"11","risky","19","red-4","blue-87","safe","risky","870","bandit-task","14","141769","0.0-3.0-0.10","16","high"
"12","safe","51","red-144","blue-68","safe","risky","550","bandit-task","15","144960","0.0-3.0-0.11","16","high"
"13","safe","51","red-215","blue-186","safe","risky","8318","bandit-task","16","155680","0.0-3.0-0.12","16","high"
"14","risky","31","red-45","blue-145","safe","risky","742","bandit-task","17","158776","0.0-3.0-0.13","16","high"
"15","safe","50","red-201","blue-97","safe","risky","734","bandit-task","18","161856","0.0-3.0-0.14","16","high"
"16","risky","29","red-40","blue-43","safe","risky","774","bandit-task","19","165288","0.0-3.0-0.15","16","high"
"17","risky","68","red-64","blue-171","safe","risky","469","bandit-task","20","168336","0.0-3.0-0.16","16","high"
"18","risky","17","red-2","blue-6","safe","risky","509","bandit-task","21","171128","0.0-3.0-0.17","16","high"
"19","risky","31","red-107","blue-153","safe","risky","542","bandit-task","22","173992","0.0-3.0-0.18","16","high"
"20","safe","49","red-62","blue-173","safe","risky","493","bandit-task","23","177176","0.0-3.0-0.19","16","high"
"21","safe","51","red-93","blue-114","safe","risky","1154","bandit-task","24","180764","0.0-3.0-0.20","16","high"
"22","safe","48","red-167","blue-205","safe","risky","734","bandit-task","25","183852","0.0-3.0-0.21","16","high"
"23","risky","78","red-18","blue-203","safe","risky","943","bandit-task","26","187268","0.0-3.0-0.22","16","high"
"24","safe","52","red-175","blue-24","safe","risky","581","bandit-task","27","190420","0.0-3.0-0.23","16","high"
"25","risky","48","red-92","blue-141","safe","risky","1005","bandit-task","28","193884","0.0-3.0-0.24","16","high"
