"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","25","blue-12","red-107","risky","safe","2413","bandit-task","4","639671","0.0-3.0-0.0","1","low"
"2","safe","50","blue-12","red-107","risky","safe","966","bandit-task","5","643415","0.0-3.0-0.1","1","low"
"3","safe","50","blue-12","red-107","risky","safe","1039","bandit-task","6","647278","0.0-3.0-0.2","1","low"
"4","risky","29","blue-12","red-107","risky","safe","2407","bandit-task","7","652398","0.0-3.0-0.3","1","low"
"5","safe","50","blue-12","red-107","risky","safe","910","bandit-task","8","656094","0.0-3.0-0.4","1","low"
"6","safe","50","blue-12","red-107","risky","safe","902","bandit-task","9","659446","0.0-3.0-0.5","1","low"
"7","risky","79","blue-12","red-107","risky","safe","598","bandit-task","10","662686","0.0-3.0-0.6","1","low"
"8","risky","17","blue-12","red-107","risky","safe","670","bandit-task","11","665734","0.0-3.0-0.7","1","low"
"9","risky","66","blue-12","red-107","risky","safe","1134","bandit-task","12","670046","0.0-3.0-0.8","1","low"
"10","risky","18","blue-12","red-107","risky","safe","838","bandit-task","13","673470","0.0-3.0-0.9","1","low"
"11","risky","43","blue-12","red-107","risky","safe","694","bandit-task","14","676550","0.0-3.0-0.10","1","low"
"12","risky","63","blue-12","red-107","risky","safe","598","bandit-task","15","679566","0.0-3.0-0.11","1","low"
"13","risky","33","blue-12","red-107","risky","safe","902","bandit-task","16","682790","0.0-3.0-0.12","1","low"
"14","safe","49","blue-12","red-107","risky","safe","454","bandit-task","17","686254","0.0-3.0-0.13","1","low"
"15","safe","51","blue-12","red-107","risky","safe","646","bandit-task","18","689248","0.0-3.0-0.14","1","low"
"16","safe","52","blue-12","red-107","risky","safe","375","bandit-task","19","691921","0.0-3.0-0.15","1","low"
"17","safe","52","blue-12","red-107","risky","safe","365","bandit-task","20","694592","0.0-3.0-0.16","1","low"
"18","risky","17","blue-12","red-107","risky","safe","487","bandit-task","21","697697","0.0-3.0-0.17","1","low"
"19","safe","49","blue-12","red-107","risky","safe","630","bandit-task","22","701016","0.0-3.0-0.18","1","low"
"20","safe","51","blue-12","red-107","risky","safe","637","bandit-task","23","703992","0.0-3.0-0.19","1","low"
"21","safe","50","blue-12","red-107","risky","safe","455","bandit-task","24","706784","0.0-3.0-0.20","1","low"
"22","safe","51","blue-12","red-107","risky","safe","423","bandit-task","25","709528","0.0-3.0-0.21","1","low"
"23","safe","52","blue-12","red-107","risky","safe","542","bandit-task","26","712888","0.0-3.0-0.22","1","low"
"24","risky","76","blue-12","red-107","risky","safe","822","bandit-task","27","716144","0.0-3.0-0.23","1","low"
"25","safe","48","blue-12","red-107","risky","safe","550","bandit-task","28","719312","0.0-3.0-0.24","1","low"
"26","safe","49","blue-12","red-107","risky","safe","486","bandit-task","29","722384","0.0-3.0-0.25","1","low"
"27","safe","51","blue-12","red-107","risky","safe","630","bandit-task","30","727712","0.0-3.0-0.26","1","low"
"28","safe","50","blue-12","red-107","risky","safe","430","bandit-task","31","730488","0.0-3.0-0.27","1","low"
"29","safe","51","blue-12","red-107","risky","safe","479","bandit-task","32","733240","0.0-3.0-0.28","1","low"
"30","safe","48","blue-12","red-107","risky","safe","422","bandit-task","33","737344","0.0-3.0-0.29","1","low"
"31","safe","49","blue-12","red-107","risky","safe","350","bandit-task","34","740304","0.0-3.0-0.30","1","low"
"32","safe","49","blue-12","red-107","risky","safe","430","bandit-task","35","743080","0.0-3.0-0.31","1","low"
"33","safe","51","blue-12","red-107","risky","safe","390","bandit-task","36","746016","0.0-3.0-0.32","1","low"
"34","risky","55","blue-12","red-107","risky","safe","566","bandit-task","37","748880","0.0-3.0-0.33","1","low"
"35","safe","50","blue-12","red-107","risky","safe","467","bandit-task","38","751829","0.0-3.0-0.34","1","low"
"36","risky","45","blue-12","red-107","risky","safe","390","bandit-task","39","754501","0.0-3.0-0.35","1","low"
"37","risky","79","blue-12","red-107","risky","safe","446","bandit-task","40","757245","0.0-3.0-0.36","1","low"
"38","risky","35","blue-12","red-107","risky","safe","590","bandit-task","41","760973","0.0-3.0-0.37","1","low"
"39","risky","32","blue-12","red-107","risky","safe","422","bandit-task","42","764197","0.0-3.0-0.38","1","low"
"40","safe","51","blue-12","red-107","risky","safe","366","bandit-task","43","767117","0.0-3.0-0.39","1","low"
"41","safe","49","blue-12","red-107","risky","safe","598","bandit-task","44","770029","0.0-3.0-0.40","1","low"
"42","risky","56","blue-12","red-107","risky","safe","622","bandit-task","45","772949","0.0-3.0-0.41","1","low"
"43","safe","51","blue-12","red-107","risky","safe","566","bandit-task","46","775997","0.0-3.0-0.42","1","low"
"44","safe","50","blue-12","red-107","risky","safe","294","bandit-task","47","778933","0.0-3.0-0.43","1","low"
"45","risky","46","blue-12","red-107","risky","safe","589","bandit-task","48","782461","0.0-3.0-0.44","1","low"
"46","safe","51","blue-12","red-107","risky","safe","430","bandit-task","49","785397","0.0-3.0-0.45","1","low"
"47","safe","51","blue-12","red-107","risky","safe","470","bandit-task","50","788333","0.0-3.0-0.46","1","low"
