"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","red-143","blue-208","safe","risky","3544","bandit-task","7","401307","0.0-3.0-0.0","99","low"
"2","safe","51","red-143","blue-208","safe","risky","2806","bandit-task","8","407115","0.0-3.0-0.1","99","low"
"3","safe","51","red-143","blue-208","safe","risky","2646","bandit-task","9","413699","0.0-3.0-0.2","99","low"
"4","risky","26","red-143","blue-208","safe","risky","2870","bandit-task","10","419955","0.0-3.0-0.3","99","low"
"5","safe","51","red-143","blue-208","safe","risky","1142","bandit-task","11","423995","0.0-3.0-0.4","99","low"
"6","safe","49","red-143","blue-208","safe","risky","1054","bandit-task","12","428123","0.0-3.0-0.5","99","low"
"7","safe","50","red-143","blue-208","safe","risky","1758","bandit-task","13","432500","0.0-3.0-0.6","99","low"
"8","safe","50","red-143","blue-208","safe","risky","750","bandit-task","14","435980","0.0-3.0-0.7","99","low"
"9","safe","49","red-143","blue-208","safe","risky","782","bandit-task","15","439524","0.0-3.0-0.8","99","low"
"10","safe","51","red-143","blue-208","safe","risky","2534","bandit-task","16","444844","0.0-3.0-0.9","99","low"
"11","risky","28","red-143","blue-208","safe","risky","959","bandit-task","17","449003","0.0-3.0-0.10","99","low"
"12","safe","50","red-143","blue-208","safe","risky","806","bandit-task","18","452379","0.0-3.0-0.11","99","low"
"13","safe","51","red-143","blue-208","safe","risky","743","bandit-task","19","455883","0.0-3.0-0.12","99","low"
"14","safe","51","red-143","blue-208","safe","risky","807","bandit-task","20","460300","0.0-3.0-0.13","99","low"
"15","safe","51","red-143","blue-208","safe","risky","549","bandit-task","21","463700","0.0-3.0-0.14","99","low"
"16","safe","50","red-143","blue-208","safe","risky","615","bandit-task","22","467387","0.0-3.0-0.15","99","low"
"17","safe","50","red-143","blue-208","safe","risky","679","bandit-task","23","470859","0.0-3.0-0.16","99","low"
"18","safe","51","red-143","blue-208","safe","risky","599","bandit-task","24","474115","0.0-3.0-0.17","99","low"
"19","safe","49","red-143","blue-208","safe","risky","519","bandit-task","25","477083","0.0-3.0-0.18","99","low"
"20","safe","48","red-143","blue-208","safe","risky","590","bandit-task","26","481099","0.0-3.0-0.19","99","low"
"21","safe","48","red-143","blue-208","safe","risky","527","bandit-task","27","484307","0.0-3.0-0.20","99","low"
"22","risky","66","red-143","blue-208","safe","risky","2071","bandit-task","28","489371","0.0-3.0-0.21","99","low"
"23","risky","76","red-143","blue-208","safe","risky","879","bandit-task","29","493001","0.0-3.0-0.22","99","low"
"24","risky","74","red-143","blue-208","safe","risky","575","bandit-task","30","496273","0.0-3.0-0.23","99","low"
"25","risky","57","red-143","blue-208","safe","risky","511","bandit-task","31","499577","0.0-3.0-0.24","99","low"
"26","safe","49","red-143","blue-208","safe","risky","1815","bandit-task","32","504001","0.0-3.0-0.25","99","low"
"27","risky","82","red-143","blue-208","safe","risky","695","bandit-task","33","508089","0.0-3.0-0.26","99","low"
"28","risky","55","red-143","blue-208","safe","risky","542","bandit-task","34","512641","0.0-3.0-0.27","99","low"
"29","risky","81","red-143","blue-208","safe","risky","815","bandit-task","35","516209","0.0-3.0-0.28","99","low"
"30","risky","33","red-143","blue-208","safe","risky","486","bandit-task","36","519409","0.0-3.0-0.29","99","low"
"31","safe","51","red-143","blue-208","safe","risky","1654","bandit-task","37","523697","0.0-3.0-0.30","99","low"
"32","risky","41","red-143","blue-208","safe","risky","478","bandit-task","38","527737","0.0-3.0-0.31","99","low"
"33","safe","50","red-143","blue-208","safe","risky","670","bandit-task","39","531433","0.0-3.0-0.32","99","low"
"34","risky","76","red-143","blue-208","safe","risky","518","bandit-task","40","535473","0.0-3.0-0.33","99","low"
"35","risky","39","red-143","blue-208","safe","risky","662","bandit-task","41","539249","0.0-3.0-0.34","99","low"
"36","safe","49","red-143","blue-208","safe","risky","734","bandit-task","42","542929","0.0-3.0-0.35","99","low"
"37","risky","35","red-143","blue-208","safe","risky","566","bandit-task","43","546601","0.0-3.0-0.36","99","low"
"38","safe","50","red-143","blue-208","safe","risky","606","bandit-task","44","550145","0.0-3.0-0.37","99","low"
"39","safe","50","red-143","blue-208","safe","risky","630","bandit-task","45","553682","0.0-3.0-0.38","99","low"
"40","risky","73","red-143","blue-208","safe","risky","670","bandit-task","46","557370","0.0-3.0-0.39","99","low"
"41","risky","22","red-143","blue-208","safe","risky","550","bandit-task","47","561490","0.0-3.0-0.40","99","low"
"42","risky","71","red-143","blue-208","safe","risky","485","bandit-task","48","564466","0.0-3.0-0.41","99","low"
"43","safe","49","red-143","blue-208","safe","risky","1350","bandit-task","49","568602","0.0-3.0-0.42","99","low"
"44","risky","68","red-143","blue-208","safe","risky","1070","bandit-task","50","572354","0.0-3.0-0.43","99","low"
"45","risky","66","red-143","blue-208","safe","risky","534","bandit-task","51","576018","0.0-3.0-0.44","99","low"
"46","risky","66","red-143","blue-208","safe","risky","606","bandit-task","52","579842","0.0-3.0-0.45","99","low"
"47","risky","40","red-143","blue-208","safe","risky","566","bandit-task","53","582818","0.0-3.0-0.46","99","low"
"48","risky","53","red-143","blue-208","safe","risky","534","bandit-task","54","586714","0.0-3.0-0.47","99","low"
"49","risky","71","red-143","blue-208","safe","risky","694","bandit-task","55","590346","0.0-3.0-0.48","99","low"
"50","risky","32","red-143","blue-208","safe","risky","494","bandit-task","56","593386","0.0-3.0-0.49","99","low"
"51","safe","50","red-143","blue-208","safe","risky","1006","bandit-task","57","597322","0.0-3.0-0.50","99","low"
"52","risky","53","red-143","blue-208","safe","risky","486","bandit-task","58","600442","0.0-3.0-0.51","99","low"
"53","risky","28","red-143","blue-208","safe","risky","422","bandit-task","59","603258","0.0-3.0-0.52","99","low"
"54","risky","23","red-143","blue-208","safe","risky","478","bandit-task","60","606386","0.0-3.0-0.53","99","low"
"55","safe","50","red-143","blue-208","safe","risky","1718","bandit-task","61","610978","0.0-3.0-0.54","99","low"
"56","safe","52","red-143","blue-208","safe","risky","622","bandit-task","62","614198","0.0-3.0-0.55","99","low"
"57","risky","85","red-143","blue-208","safe","risky","1167","bandit-task","63","617878","0.0-3.0-0.56","99","low"
"58","risky","53","red-143","blue-208","safe","risky","1278","bandit-task","64","621934","0.0-3.0-0.57","99","low"
"59","safe","51","red-143","blue-208","safe","risky","775","bandit-task","65","625414","0.0-3.0-0.58","99","low"
"60","risky","65","red-143","blue-208","safe","risky","511","bandit-task","66","628518","0.0-3.0-0.59","99","low"
"61","safe","50","red-143","blue-208","safe","risky","807","bandit-task","67","631942","0.0-3.0-0.60","99","low"
"62","risky","69","red-143","blue-208","safe","risky","526","bandit-task","68","635094","0.0-3.0-0.61","99","low"
"63","safe","51","red-143","blue-208","safe","risky","679","bandit-task","69","638830","0.0-3.0-0.62","99","low"
"64","risky","67","red-143","blue-208","safe","risky","647","bandit-task","70","642486","0.0-3.0-0.63","99","low"
"65","safe","50","red-143","blue-208","safe","risky","671","bandit-task","71","645758","0.0-3.0-0.64","99","low"
"66","risky","45","red-143","blue-208","safe","risky","469","bandit-task","72","648598","0.0-3.0-0.65","99","low"
"67","safe","50","red-143","blue-208","safe","risky","574","bandit-task","73","651742","0.0-3.0-0.66","99","low"
"68","risky","28","red-143","blue-208","safe","risky","669","bandit-task","74","655062","0.0-3.0-0.67","99","low"
"69","safe","52","red-143","blue-208","safe","risky","957","bandit-task","75","658646","0.0-3.0-0.68","99","low"
"70","risky","66","red-143","blue-208","safe","risky","574","bandit-task","76","661918","0.0-3.0-0.69","99","low"
"71","risky","79","red-143","blue-208","safe","risky","510","bandit-task","77","665286","0.0-3.0-0.70","99","low"
"72","risky","32","red-143","blue-208","safe","risky","654","bandit-task","78","668494","0.0-3.0-0.71","99","low"
