"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","51","blue-125","red-17","risky","safe","1413","bandit-task","13","255497","0.0-3.0-0.0","72","low"
"2","risky","73","blue-125","red-17","risky","safe","823","bandit-task","14","259049","0.0-3.0-0.1","72","low"
"3","safe","49","blue-125","red-17","risky","safe","1047","bandit-task","15","262577","0.0-3.0-0.2","72","low"
"4","risky","56","blue-125","red-17","risky","safe","687","bandit-task","16","265969","0.0-3.0-0.3","72","low"
"5","risky","83","blue-125","red-17","risky","safe","583","bandit-task","17","268850","0.0-3.0-0.4","72","low"
"6","risky","39","blue-125","red-17","risky","safe","487","bandit-task","18","271625","0.0-3.0-0.5","72","low"
"7","safe","51","blue-125","red-17","risky","safe","510","bandit-task","19","274489","0.0-3.0-0.6","72","low"
"8","risky","68","blue-125","red-17","risky","safe","566","bandit-task","20","277302","0.0-3.0-0.7","72","low"
"9","risky","59","blue-125","red-17","risky","safe","598","bandit-task","21","280190","0.0-3.0-0.8","72","low"
"10","safe","48","blue-125","red-17","risky","safe","486","bandit-task","22","282974","0.0-3.0-0.9","72","low"
"11","risky","12","blue-125","red-17","risky","safe","446","bandit-task","23","285886","0.0-3.0-0.10","72","low"
"12","safe","49","blue-125","red-17","risky","safe","590","bandit-task","24","288758","0.0-3.0-0.11","72","low"
"13","risky","67","blue-125","red-17","risky","safe","462","bandit-task","25","291502","0.0-3.0-0.12","72","low"
"14","risky","23","blue-125","red-17","risky","safe","486","bandit-task","26","294246","0.0-3.0-0.13","72","low"
"15","risky","23","blue-125","red-17","risky","safe","454","bandit-task","27","296974","0.0-3.0-0.14","72","low"
"16","risky","71","blue-125","red-17","risky","safe","406","bandit-task","28","299678","0.0-3.0-0.15","72","low"
"17","risky","31","blue-125","red-17","risky","safe","438","bandit-task","29","302422","0.0-3.0-0.16","72","low"
"18","safe","51","blue-125","red-17","risky","safe","470","bandit-task","30","305198","0.0-3.0-0.17","72","low"
"19","safe","51","blue-125","red-17","risky","safe","662","bandit-task","31","308222","0.0-3.0-0.18","72","low"
"20","safe","49","blue-125","red-17","risky","safe","366","bandit-task","32","310846","0.0-3.0-0.19","72","low"
"21","safe","50","blue-125","red-17","risky","safe","374","bandit-task","33","313502","0.0-3.0-0.20","72","low"
"22","safe","49","blue-125","red-17","risky","safe","414","bandit-task","34","316406","0.0-3.0-0.21","72","low"
"23","safe","50","blue-125","red-17","risky","safe","374","bandit-task","35","319094","0.0-3.0-0.22","72","low"
"24","risky","44","blue-125","red-17","risky","safe","374","bandit-task","36","322686","0.0-3.0-0.23","72","low"
"25","risky","31","blue-125","red-17","risky","safe","326","bandit-task","37","325310","0.0-3.0-0.24","72","low"
