"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","26","blue-11","red-35","risky","safe","5875","bandit-task","7","321915","0.0-3.0-0.0","114","high"
"2","safe","52","blue-77","red-178","risky","safe","5342","bandit-task","8","330339","0.0-3.0-0.1","114","high"
"3","risky","62","blue-50","red-29","risky","safe","8134","bandit-task","9","341523","0.0-3.0-0.2","114","high"
"4","risky","74","blue-107","red-201","risky","safe","5390","bandit-task","10","349923","0.0-3.0-0.3","114","high"
"5","safe","51","blue-141","red-21","risky","safe","2606","bandit-task","11","355258","0.0-3.0-0.4","114","high"
"6","risky","28","blue-180","red-151","risky","safe","4766","bandit-task","12","362706","0.0-3.0-0.5","114","high"
"7","risky","61","blue-89","red-142","risky","safe","3951","bandit-task","13","369306","0.0-3.0-0.6","114","high"
"8","risky","62","blue-99","red-87","risky","safe","1383","bandit-task","14","373314","0.0-3.0-0.7","114","high"
"9","risky","76","blue-119","red-184","risky","safe","3286","bandit-task","15","379258","0.0-3.0-0.8","114","high"
"10","risky","60","blue-101","red-147","risky","safe","2126","bandit-task","16","384041","0.0-3.0-0.9","114","high"
"11","safe","49","blue-148","red-163","risky","safe","5982","bandit-task","17","392361","0.0-3.0-0.10","114","high"
"12","risky","25","blue-60","red-196","risky","safe","8918","bandit-task","18","403625","0.0-3.0-0.11","114","high"
"13","safe","51","blue-190","red-28","risky","safe","1239","bandit-task","19","407545","0.0-3.0-0.12","114","high"
"14","safe","50","blue-13","red-100","risky","safe","7774","bandit-task","20","418265","0.0-3.0-0.13","114","high"
"15","risky","33","blue-126","red-146","risky","safe","1910","bandit-task","21","422665","0.0-3.0-0.14","114","high"
"16","safe","51","blue-48","red-73","risky","safe","4526","bandit-task","22","430097","0.0-3.0-0.15","114","high"
"17","risky","15","blue-74","red-26","risky","safe","5205","bandit-task","23","437872","0.0-3.0-0.16","114","high"
"18","risky","63","blue-58","red-129","risky","safe","4558","bandit-task","24","446151","0.0-3.0-0.17","114","high"
"19","safe","50","blue-4","red-61","risky","safe","2686","bandit-task","25","451648","0.0-3.0-0.18","114","high"
"20","risky","48","blue-111","red-39","risky","safe","1790","bandit-task","26","455928","0.0-3.0-0.19","114","high"
"21","risky","51","blue-153","red-202","risky","safe","3878","bandit-task","27","462336","0.0-3.0-0.20","114","high"
"22","risky","34","blue-186","red-66","risky","safe","11557","bandit-task","28","476727","0.0-3.0-0.21","114","high"
"23","safe","49","blue-177","red-25","risky","safe","1838","bandit-task","29","481223","0.0-3.0-0.22","114","high"
"24","safe","49","blue-215","red-173","risky","safe","3526","bandit-task","30","487319","0.0-3.0-0.23","114","high"
"25","risky","40","blue-164","red-8","risky","safe","1174","bandit-task","31","490767","0.0-3.0-0.24","114","high"
"26","safe","49","blue-40","red-16","risky","safe","2054","bandit-task","32","495119","0.0-3.0-0.25","114","high"
"27","risky","65","blue-210","red-115","risky","safe","1373","bandit-task","33","498806","0.0-3.0-0.26","114","high"
"28","safe","49","blue-88","red-222","risky","safe","2871","bandit-task","34","504030","0.0-3.0-0.27","114","high"
"29","risky","25","blue-208","red-57","risky","safe","1406","bandit-task","35","507742","0.0-3.0-0.28","114","high"
"30","safe","50","blue-136","red-167","risky","safe","3022","bandit-task","36","513062","0.0-3.0-0.29","114","high"
"31","safe","48","blue-172","red-122","risky","safe","11302","bandit-task","37","526694","0.0-3.0-0.30","114","high"
"32","risky","69","blue-176","red-220","risky","safe","1645","bandit-task","38","530638","0.0-3.0-0.31","114","high"
"33","safe","51","blue-76","red-134","risky","safe","1270","bandit-task","39","534262","0.0-3.0-0.32","114","high"
"34","safe","50","blue-56","red-94","risky","safe","1518","bandit-task","40","538126","0.0-3.0-0.33","114","high"
"35","risky","56","blue-79","red-165","risky","safe","3774","bandit-task","41","544206","0.0-3.0-0.34","114","high"
"36","risky","39","blue-169","red-193","risky","safe","5318","bandit-task","42","551822","0.0-3.0-0.35","114","high"
"37","safe","49","blue-36","red-12","risky","safe","1198","bandit-task","43","555278","0.0-3.0-0.36","114","high"
"38","safe","49","blue-52","red-95","risky","safe","3959","bandit-task","44","561608","0.0-3.0-0.37","114","high"
"39","safe","52","blue-72","red-182","risky","safe","2365","bandit-task","45","566271","0.0-3.0-0.38","114","high"
"40","risky","59","blue-85","red-82","risky","safe","1709","bandit-task","46","570287","0.0-3.0-0.39","114","high"
"41","safe","50","blue-189","red-161","risky","safe","2398","bandit-task","47","575199","0.0-3.0-0.40","114","high"
"42","safe","49","blue-109","red-154","risky","safe","2757","bandit-task","48","580271","0.0-3.0-0.41","114","high"
"43","risky","37","blue-127","red-69","risky","safe","1053","bandit-task","49","583647","0.0-3.0-0.42","114","high"
"44","risky","86","blue-20","red-150","risky","safe","1790","bandit-task","50","587775","0.0-3.0-0.43","114","high"
"45","risky","81","blue-179","red-132","risky","safe","2182","bandit-task","51","592263","0.0-3.0-0.44","114","high"
"46","safe","52","blue-44","red-47","risky","safe","1766","bandit-task","52","596135","0.0-3.0-0.45","114","high"
"47","risky","24","blue-158","red-207","risky","safe","1638","bandit-task","53","600103","0.0-3.0-0.46","114","high"
"48","safe","50","blue-144","red-162","risky","safe","2958","bandit-task","54","605383","0.0-3.0-0.47","114","high"
"49","risky","53","blue-3","red-75","risky","safe","2086","bandit-task","55","610095","0.0-3.0-0.48","114","high"
"50","risky","19","blue-120","red-84","risky","safe","2278","bandit-task","56","614647","0.0-3.0-0.49","114","high"
"51","safe","49","blue-135","red-31","risky","safe","1030","bandit-task","57","618231","0.0-3.0-0.50","114","high"
"52","risky","32","blue-98","red-5","risky","safe","6101","bandit-task","58","626686","0.0-3.0-0.51","114","high"
"53","risky","21","blue-175","red-145","risky","safe","1790","bandit-task","59","630726","0.0-3.0-0.52","114","high"
"54","risky","18","blue-211","red-15","risky","safe","1126","bandit-task","60","634158","0.0-3.0-0.53","114","high"
"55","safe","50","blue-113","red-159","risky","safe","902","bandit-task","61","637502","0.0-3.0-0.54","114","high"
"56","risky","48","blue-195","red-53","risky","safe","2734","bandit-task","62","642454","0.0-3.0-0.55","114","high"
"57","safe","50","blue-10","red-6","risky","safe","1030","bandit-task","63","645838","0.0-3.0-0.56","114","high"
"58","safe","50","blue-46","red-117","risky","safe","3766","bandit-task","64","652070","0.0-3.0-0.57","114","high"
"59","safe","49","blue-112","red-78","risky","safe","1684","bandit-task","65","656053","0.0-3.0-0.58","114","high"
"60","safe","51","blue-19","red-64","risky","safe","2102","bandit-task","66","660677","0.0-3.0-0.59","114","high"
"61","safe","50","blue-124","red-18","risky","safe","1990","bandit-task","67","665270","0.0-3.0-0.60","114","high"
"62","safe","49","blue-160","red-139","risky","safe","1598","bandit-task","68","669101","0.0-3.0-0.61","114","high"
"63","risky","82","blue-45","red-205","risky","safe","1694","bandit-task","69","673277","0.0-3.0-0.62","114","high"
"64","safe","50","blue-104","red-209","risky","safe","1542","bandit-task","70","677213","0.0-3.0-0.63","114","high"
"65","risky","18","blue-123","red-97","risky","safe","1838","bandit-task","71","681669","0.0-3.0-0.64","114","high"
"66","safe","50","blue-38","red-110","risky","safe","1166","bandit-task","72","685121","0.0-3.0-0.65","114","high"
"67","risky","69","blue-59","red-118","risky","safe","1174","bandit-task","73","688921","0.0-3.0-0.66","114","high"
"68","safe","51","blue-152","red-157","risky","safe","1709","bandit-task","74","692937","0.0-3.0-0.67","114","high"
"69","safe","49","blue-23","red-108","risky","safe","742","bandit-task","75","695985","0.0-3.0-0.68","114","high"
"70","safe","51","blue-216","red-68","risky","safe","990","bandit-task","76","699265","0.0-3.0-0.69","114","high"
"71","risky","72","blue-174","red-37","risky","safe","1549","bandit-task","77","703073","0.0-3.0-0.70","114","high"
"72","risky","37","blue-42","red-116","risky","safe","7014","bandit-task","78","712353","0.0-3.0-0.71","114","high"
"73","safe","51","blue-138","red-198","risky","safe","886","bandit-task","79","715553","0.0-3.0-0.72","114","high"
"74","safe","49","blue-170","red-204","risky","safe","1030","bandit-task","80","718873","0.0-3.0-0.73","114","high"
"75","risky","32","blue-183","red-214","risky","safe","1478","bandit-task","81","722889","0.0-3.0-0.74","114","high"
"76","risky","27","blue-185","red-149","risky","safe","2198","bandit-task","82","727577","0.0-3.0-0.75","114","high"
"77","safe","50","blue-91","red-206","risky","safe","2926","bandit-task","83","732961","0.0-3.0-0.76","114","high"
"78","safe","52","blue-49","red-30","risky","safe","1134","bandit-task","84","736409","0.0-3.0-0.77","114","high"
"79","risky","75","blue-14","red-221","risky","safe","1606","bandit-task","85","740593","0.0-3.0-0.78","114","high"
"80","risky","69","blue-41","red-203","risky","safe","1302","bandit-task","86","744417","0.0-3.0-0.79","114","high"
"81","safe","50","blue-92","red-67","risky","safe","904","bandit-task","87","747611","0.0-3.0-0.80","114","high"
"82","risky","76","blue-137","red-192","risky","safe","1326","bandit-task","88","751267","0.0-3.0-0.81","114","high"
"83","safe","49","blue-191","red-197","risky","safe","1518","bandit-task","89","755259","0.0-3.0-0.82","114","high"
"84","risky","76","blue-199","red-125","risky","safe","2501","bandit-task","90","760267","0.0-3.0-0.83","114","high"
"85","risky","70","blue-81","red-83","risky","safe","1326","bandit-task","91","764147","0.0-3.0-0.84","114","high"
"86","safe","51","blue-2","red-93","risky","safe","1374","bandit-task","92","767787","0.0-3.0-0.85","114","high"
"87","risky","57","blue-168","red-187","risky","safe","1053","bandit-task","93","771107","0.0-3.0-0.86","114","high"
"88","risky","80","blue-17","red-55","risky","safe","918","bandit-task","94","774419","0.0-3.0-0.87","114","high"
"89","safe","49","blue-102","red-131","risky","safe","2038","bandit-task","95","778907","0.0-3.0-0.88","114","high"
"90","risky","29","blue-96","red-156","risky","safe","4950","bandit-task","96","786603","0.0-3.0-0.89","114","high"
"91","safe","50","blue-71","red-90","risky","safe","742","bandit-task","97","789643","0.0-3.0-0.90","114","high"
"92","risky","31","blue-121","red-105","risky","safe","2262","bandit-task","98","794451","0.0-3.0-0.91","114","high"
"93","safe","50","blue-130","red-65","risky","safe","1118","bandit-task","99","797906","0.0-3.0-0.92","114","high"
"94","safe","50","blue-1","red-24","risky","safe","1022","bandit-task","100","801419","0.0-3.0-0.93","114","high"
"95","risky","58","blue-218","red-200","risky","safe","2213","bandit-task","101","806052","0.0-3.0-0.94","114","high"
"96","safe","50","blue-155","red-106","risky","safe","2486","bandit-task","102","811044","0.0-3.0-0.95","114","high"
"97","risky","81","blue-213","red-166","risky","safe","1022","bandit-task","103","814524","0.0-3.0-0.96","114","high"
"98","risky","30","blue-51","red-219","risky","safe","1566","bandit-task","104","818612","0.0-3.0-0.97","114","high"
"99","safe","49","blue-43","red-86","risky","safe","1310","bandit-task","105","822347","0.0-3.0-0.98","114","high"
"100","risky","23","blue-70","red-133","risky","safe","1198","bandit-task","106","825836","0.0-3.0-0.99","114","high"
"101","safe","50","blue-212","red-80","risky","safe","758","bandit-task","107","829084","0.0-3.0-0.100","114","high"
"102","safe","49","blue-181","red-217","risky","safe","1149","bandit-task","108","832908","0.0-3.0-0.101","114","high"
"103","risky","39","blue-9","red-22","risky","safe","686","bandit-task","109","835907","0.0-3.0-0.102","114","high"
"104","risky","25","blue-32","red-140","risky","safe","870","bandit-task","110","839323","0.0-3.0-0.103","114","high"
"105","safe","49","blue-62","red-188","risky","safe","574","bandit-task","111","842171","0.0-3.0-0.104","114","high"
"106","risky","64","blue-194","red-114","risky","safe","1814","bandit-task","112","846283","0.0-3.0-0.105","114","high"
"107","risky","42","blue-143","red-171","risky","safe","1333","bandit-task","113","850571","0.0-3.0-0.106","114","high"
"108","risky","27","blue-34","red-27","risky","safe","1926","bandit-task","114","855283","0.0-3.0-0.107","114","high"
"109","safe","52","blue-7","red-103","risky","safe","726","bandit-task","115","858291","0.0-3.0-0.108","114","high"
"110","safe","51","blue-128","red-54","risky","safe","685","bandit-task","116","861515","0.0-3.0-0.109","114","high"
