"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","63","red-141","blue-147","safe","risky","1602","bandit-task","7","221753","0.0-3.0-0.0","71","low"
"2","safe","50","red-141","blue-147","safe","risky","1526","bandit-task","8","225785","0.0-3.0-0.1","71","low"
"3","risky","22","red-141","blue-147","safe","risky","806","bandit-task","9","229281","0.0-3.0-0.2","71","low"
"4","safe","51","red-141","blue-147","safe","risky","592","bandit-task","10","232419","0.0-3.0-0.3","71","low"
"5","safe","52","red-141","blue-147","safe","risky","759","bandit-task","11","235715","0.0-3.0-0.4","71","low"
"6","safe","50","red-141","blue-147","safe","risky","807","bandit-task","12","239275","0.0-3.0-0.5","71","low"
"7","safe","52","red-141","blue-147","safe","risky","478","bandit-task","13","242555","0.0-3.0-0.6","71","low"
"8","safe","50","red-141","blue-147","safe","risky","519","bandit-task","14","245667","0.0-3.0-0.7","71","low"
"9","risky","81","red-141","blue-147","safe","risky","943","bandit-task","15","249275","0.0-3.0-0.8","71","low"
"10","safe","50","red-141","blue-147","safe","risky","1591","bandit-task","16","253355","0.0-3.0-0.9","71","low"
"11","safe","49","red-141","blue-147","safe","risky","550","bandit-task","17","256307","0.0-3.0-0.10","71","low"
"12","risky","82","red-141","blue-147","safe","risky","551","bandit-task","18","259314","0.0-3.0-0.11","71","low"
"13","safe","51","red-141","blue-147","safe","risky","743","bandit-task","19","262554","0.0-3.0-0.12","71","low"
"14","safe","51","red-141","blue-147","safe","risky","831","bandit-task","20","265858","0.0-3.0-0.13","71","low"
"15","risky","89","red-141","blue-147","safe","risky","503","bandit-task","21","268914","0.0-3.0-0.14","71","low"
"16","safe","49","red-141","blue-147","safe","risky","535","bandit-task","22","271978","0.0-3.0-0.15","71","low"
"17","risky","65","red-141","blue-147","safe","risky","535","bandit-task","23","275186","0.0-3.0-0.16","71","low"
"18","risky","63","red-141","blue-147","safe","risky","631","bandit-task","24","278410","0.0-3.0-0.17","71","low"
"19","risky","17","red-141","blue-147","safe","risky","663","bandit-task","25","281506","0.0-3.0-0.18","71","low"
"20","safe","49","red-141","blue-147","safe","risky","638","bandit-task","26","285115","0.0-3.0-0.19","71","low"
"21","safe","49","red-141","blue-147","safe","risky","598","bandit-task","27","288130","0.0-3.0-0.20","71","low"
"22","safe","51","red-141","blue-147","safe","risky","686","bandit-task","28","291301","0.0-3.0-0.21","71","low"
"23","safe","50","red-141","blue-147","safe","risky","686","bandit-task","29","294773","0.0-3.0-0.22","71","low"
"24","safe","49","red-141","blue-147","safe","risky","478","bandit-task","30","298125","0.0-3.0-0.23","71","low"
"25","risky","12","red-141","blue-147","safe","risky","518","bandit-task","31","300981","0.0-3.0-0.24","71","low"
"26","safe","48","red-141","blue-147","safe","risky","462","bandit-task","32","303813","0.0-3.0-0.25","71","low"
"27","safe","49","red-141","blue-147","safe","risky","406","bandit-task","33","306645","0.0-3.0-0.26","71","low"
"28","safe","50","red-141","blue-147","safe","risky","454","bandit-task","34","309661","0.0-3.0-0.27","71","low"
"29","safe","50","red-141","blue-147","safe","risky","438","bandit-task","35","312597","0.0-3.0-0.28","71","low"
"30","safe","50","red-141","blue-147","safe","risky","535","bandit-task","36","315613","0.0-3.0-0.29","71","low"
"31","risky","31","red-141","blue-147","safe","risky","887","bandit-task","37","318836","0.0-3.0-0.30","71","low"
"32","safe","49","red-141","blue-147","safe","risky","446","bandit-task","38","322037","0.0-3.0-0.31","71","low"
"33","safe","51","red-141","blue-147","safe","risky","446","bandit-task","39","324853","0.0-3.0-0.32","71","low"
"34","safe","51","red-141","blue-147","safe","risky","454","bandit-task","40","328061","0.0-3.0-0.33","71","low"
"35","safe","49","red-141","blue-147","safe","risky","470","bandit-task","41","331085","0.0-3.0-0.34","71","low"
"36","safe","50","red-141","blue-147","safe","risky","478","bandit-task","42","334252","0.0-3.0-0.35","71","low"
"37","safe","51","red-141","blue-147","safe","risky","559","bandit-task","43","337181","0.0-3.0-0.36","71","low"
"38","risky","24","red-141","blue-147","safe","risky","526","bandit-task","44","340076","0.0-3.0-0.37","71","low"
"39","safe","51","red-141","blue-147","safe","risky","519","bandit-task","45","343012","0.0-3.0-0.38","71","low"
"40","safe","52","red-141","blue-147","safe","risky","423","bandit-task","46","346052","0.0-3.0-0.39","71","low"
"41","safe","48","red-141","blue-147","safe","risky","471","bandit-task","47","348876","0.0-3.0-0.40","71","low"
"42","safe","51","red-141","blue-147","safe","risky","454","bandit-task","48","351699","0.0-3.0-0.41","71","low"
"43","safe","50","red-141","blue-147","safe","risky","486","bandit-task","49","354562","0.0-3.0-0.42","71","low"
"44","safe","51","red-141","blue-147","safe","risky","486","bandit-task","50","357706","0.0-3.0-0.43","71","low"
"45","safe","50","red-141","blue-147","safe","risky","462","bandit-task","51","360610","0.0-3.0-0.44","71","low"
"46","safe","50","red-141","blue-147","safe","risky","575","bandit-task","52","363578","0.0-3.0-0.45","71","low"
"47","safe","50","red-141","blue-147","safe","risky","455","bandit-task","53","366547","0.0-3.0-0.46","71","low"
