"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","blue-214","red-171","safe","risky","1660","bandit-task","4","172492","0.0-3.0-0.0","106","high"
"2","risky","72","blue-212","red-26","safe","risky","1310","bandit-task","5","177148","0.0-3.0-0.1","106","high"
"3","risky","63","blue-196","red-40","safe","risky","1510","bandit-task","6","181061","0.0-3.0-0.2","106","high"
"4","risky","23","blue-25","red-89","safe","risky","942","bandit-task","7","184373","0.0-3.0-0.3","106","high"
"5","safe","52","blue-139","red-218","safe","risky","614","bandit-task","8","187701","0.0-3.0-0.4","106","high"
"6","risky","29","blue-80","red-208","safe","risky","694","bandit-task","9","190829","0.0-3.0-0.5","106","high"
"7","safe","50","blue-178","red-11","safe","risky","622","bandit-task","10","193869","0.0-3.0-0.6","106","high"
"8","risky","33","blue-55","red-107","safe","risky","527","bandit-task","11","196789","0.0-3.0-0.7","106","high"
"9","safe","50","blue-75","red-32","safe","risky","774","bandit-task","12","200085","0.0-3.0-0.8","106","high"
"10","safe","51","blue-136","red-157","safe","risky","646","bandit-task","13","203157","0.0-3.0-0.9","106","high"
"11","risky","80","blue-148","red-101","safe","risky","1110","bandit-task","14","206701","0.0-3.0-0.10","106","high"
"12","safe","50","blue-113","red-129","safe","risky","678","bandit-task","15","209877","0.0-3.0-0.11","106","high"
"13","risky","52","blue-28","red-14","safe","risky","694","bandit-task","16","213181","0.0-3.0-0.12","106","high"
"14","safe","50","blue-116","red-27","safe","risky","582","bandit-task","17","216213","0.0-3.0-0.13","106","high"
"15","safe","52","blue-82","red-150","safe","risky","534","bandit-task","18","219181","0.0-3.0-0.14","106","high"
"16","safe","50","blue-18","red-183","safe","risky","646","bandit-task","19","222749","0.0-3.0-0.15","106","high"
"17","safe","50","blue-177","red-201","safe","risky","990","bandit-task","20","226285","0.0-3.0-0.16","106","high"
"18","risky","36","blue-221","red-194","safe","risky","622","bandit-task","21","229421","0.0-3.0-0.17","106","high"
"19","safe","51","blue-31","red-186","safe","risky","742","bandit-task","22","232637","0.0-3.0-0.18","106","high"
"20","safe","49","blue-204","red-152","safe","risky","766","bandit-task","23","235765","0.0-3.0-0.19","106","high"
"21","risky","64","blue-203","red-220","safe","risky","582","bandit-task","24","238696","0.0-3.0-0.20","106","high"
"22","risky","28","blue-1","red-2","safe","risky","607","bandit-task","25","241728","0.0-3.0-0.21","106","high"
"23","safe","50","blue-112","red-97","safe","risky","487","bandit-task","26","244592","0.0-3.0-0.22","106","high"
"24","safe","49","blue-76","red-7","safe","risky","662","bandit-task","27","247624","0.0-3.0-0.23","106","high"
"25","risky","71","blue-66","red-123","safe","risky","623","bandit-task","28","251032","0.0-3.0-0.24","106","high"
"26","risky","77","blue-86","red-35","safe","risky","606","bandit-task","29","254248","0.0-3.0-0.25","106","high"
"27","safe","48","blue-188","red-17","safe","risky","799","bandit-task","30","257432","0.0-3.0-0.26","106","high"
"28","risky","28","blue-49","red-73","safe","risky","846","bandit-task","31","260728","0.0-3.0-0.27","106","high"
"29","safe","50","blue-181","red-146","safe","risky","647","bandit-task","32","263863","0.0-3.0-0.28","106","high"
"30","safe","51","blue-9","red-85","safe","risky","830","bandit-task","33","267191","0.0-3.0-0.29","106","high"
"31","safe","50","blue-37","red-99","safe","risky","527","bandit-task","34","270103","0.0-3.0-0.30","106","high"
"32","safe","49","blue-120","red-175","safe","risky","654","bandit-task","35","273431","0.0-3.0-0.31","106","high"
"33","risky","76","blue-20","red-42","safe","risky","767","bandit-task","36","276559","0.0-3.0-0.32","106","high"
"34","safe","49","blue-179","red-104","safe","risky","558","bandit-task","37","279527","0.0-3.0-0.33","106","high"
"35","safe","51","blue-84","red-205","safe","risky","567","bandit-task","38","282511","0.0-3.0-0.34","106","high"
"36","safe","48","blue-36","red-135","safe","risky","590","bandit-task","39","285495","0.0-3.0-0.35","106","high"
"37","risky","77","blue-167","red-46","safe","risky","550","bandit-task","40","288383","0.0-3.0-0.36","106","high"
"38","safe","51","blue-83","red-184","safe","risky","855","bandit-task","41","291807","0.0-3.0-0.37","106","high"
"39","risky","74","blue-118","red-13","safe","risky","654","bandit-task","42","294839","0.0-3.0-0.38","106","high"
"40","safe","50","blue-23","red-53","safe","risky","631","bandit-task","43","298191","0.0-3.0-0.39","106","high"
"41","safe","50","blue-54","red-182","safe","risky","489","bandit-task","44","301139","0.0-3.0-0.40","106","high"
"42","risky","73","blue-96","red-51","safe","risky","558","bandit-task","45","304179","0.0-3.0-0.41","106","high"
"43","safe","49","blue-38","red-47","safe","risky","622","bandit-task","46","307243","0.0-3.0-0.42","106","high"
"44","risky","24","blue-149","red-165","safe","risky","629","bandit-task","47","310347","0.0-3.0-0.43","106","high"
"45","safe","50","blue-45","red-193","safe","risky","493","bandit-task","48","313275","0.0-3.0-0.44","106","high"
"46","safe","50","blue-41","red-43","safe","risky","534","bandit-task","49","317243","0.0-3.0-0.45","106","high"
"47","safe","50","blue-206","red-156","safe","risky","622","bandit-task","50","321219","0.0-3.0-0.46","106","high"
"48","risky","68","blue-111","red-81","safe","risky","646","bandit-task","51","324347","0.0-3.0-0.47","106","high"
