"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","21","blue-2","red-196","safe","risky","1553","bandit-task","7","96308","0.0-3.0-0.0","5","high"
"2","risky","25","blue-55","red-20","safe","risky","1126","bandit-task","8","100092","0.0-3.0-0.1","5","high"
"3","safe","50","blue-113","red-64","safe","risky","990","bandit-task","9","103724","0.0-3.0-0.2","5","high"
"4","risky","55","blue-159","red-176","safe","risky","798","bandit-task","10","106948","0.0-3.0-0.3","5","high"
"5","safe","50","blue-106","red-149","safe","risky","638","bandit-task","11","110196","0.0-3.0-0.4","5","high"
"6","safe","48","blue-111","red-161","safe","risky","814","bandit-task","12","113459","0.0-3.0-0.5","5","high"
"7","risky","59","blue-10","red-206","safe","risky","686","bandit-task","13","117147","0.0-3.0-0.6","5","high"
"8","risky","25","blue-85","red-86","safe","risky","606","bandit-task","14","120250","0.0-3.0-0.7","5","high"
"9","safe","50","blue-5","red-152","safe","risky","646","bandit-task","15","123562","0.0-3.0-0.8","5","high"
"10","risky","29","blue-139","red-158","safe","risky","767","bandit-task","16","127274","0.0-3.0-0.9","5","high"
"11","safe","51","blue-110","red-32","safe","risky","935","bandit-task","17","130859","0.0-3.0-0.10","5","high"
"12","safe","51","blue-11","red-183","safe","risky","558","bandit-task","18","134202","0.0-3.0-0.11","5","high"
"13","safe","52","blue-104","red-136","safe","risky","598","bandit-task","19","137586","0.0-3.0-0.12","5","high"
"14","safe","50","blue-24","red-140","safe","risky","694","bandit-task","20","140634","0.0-3.0-0.13","5","high"
"15","risky","56","blue-96","red-170","safe","risky","566","bandit-task","21","144290","0.0-3.0-0.14","5","high"
"16","safe","52","blue-68","red-17","safe","risky","998","bandit-task","22","147890","0.0-3.0-0.15","5","high"
"17","safe","50","blue-166","red-36","safe","risky","1069","bandit-task","23","151594","0.0-3.0-0.16","5","high"
"18","safe","49","blue-13","red-57","safe","risky","949","bandit-task","24","154978","0.0-3.0-0.17","5","high"
"19","risky","59","blue-88","red-135","safe","risky","534","bandit-task","25","158426","0.0-3.0-0.18","5","high"
"20","safe","50","blue-205","red-114","safe","risky","734","bandit-task","26","162162","0.0-3.0-0.19","5","high"
"21","safe","48","blue-82","red-168","safe","risky","582","bandit-task","27","165546","0.0-3.0-0.20","5","high"
"22","risky","67","blue-72","red-124","safe","risky","758","bandit-task","28","168786","0.0-3.0-0.21","5","high"
"23","risky","57","blue-69","red-100","safe","risky","966","bandit-task","29","172450","0.0-3.0-0.22","5","high"
"24","risky","15","blue-101","red-46","safe","risky","494","bandit-task","30","175481","0.0-3.0-0.23","5","high"
"25","safe","50","blue-115","red-56","safe","risky","766","bandit-task","31","178609","0.0-3.0-0.24","5","high"
"26","safe","50","blue-19","red-169","safe","risky","615","bandit-task","32","181585","0.0-3.0-0.25","5","high"
"27","safe","51","blue-84","red-23","safe","risky","678","bandit-task","33","185001","0.0-3.0-0.26","5","high"
"28","risky","71","blue-134","red-201","safe","risky","494","bandit-task","34","188249","0.0-3.0-0.27","5","high"
"29","risky","61","blue-164","red-48","safe","risky","750","bandit-task","35","191616","0.0-3.0-0.28","5","high"
"30","safe","49","blue-15","red-12","safe","risky","583","bandit-task","36","194689","0.0-3.0-0.29","5","high"
"31","safe","51","blue-81","red-59","safe","risky","606","bandit-task","37","198272","0.0-3.0-0.30","5","high"
"32","risky","77","blue-185","red-182","safe","risky","399","bandit-task","38","201360","0.0-3.0-0.31","5","high"
"33","risky","25","blue-193","red-167","safe","risky","526","bandit-task","39","205112","0.0-3.0-0.32","5","high"
"34","safe","49","blue-154","red-174","safe","risky","471","bandit-task","40","208448","0.0-3.0-0.33","5","high"
"35","safe","49","blue-3","red-65","safe","risky","478","bandit-task","41","211824","0.0-3.0-0.34","5","high"
"36","safe","52","blue-63","red-121","safe","risky","607","bandit-task","42","214856","0.0-3.0-0.35","5","high"
"37","safe","51","blue-75","red-8","safe","risky","823","bandit-task","43","218208","0.0-3.0-0.36","5","high"
"38","risky","68","blue-175","red-125","safe","risky","854","bandit-task","44","221737","0.0-3.0-0.37","5","high"
"39","risky","34","blue-163","red-133","safe","risky","597","bandit-task","45","224816","0.0-3.0-0.38","5","high"
"40","risky","40","blue-77","red-123","safe","risky","886","bandit-task","46","228120","0.0-3.0-0.39","5","high"
"41","safe","51","blue-131","red-103","safe","risky","1070","bandit-task","47","231528","0.0-3.0-0.40","5","high"
"42","risky","65","blue-37","red-150","safe","risky","884","bandit-task","48","235461","0.0-3.0-0.41","5","high"
"43","risky","75","blue-7","red-67","safe","risky","694","bandit-task","49","239109","0.0-3.0-0.42","5","high"
"44","safe","50","blue-129","red-51","safe","risky","1663","bandit-task","50","243524","0.0-3.0-0.43","5","high"
"45","risky","57","blue-203","red-58","safe","risky","671","bandit-task","51","246885","0.0-3.0-0.44","5","high"
"46","risky","55","blue-179","red-39","safe","risky","886","bandit-task","52","250484","0.0-3.0-0.45","5","high"
"47","risky","20","blue-144","red-137","safe","risky","678","bandit-task","53","253564","0.0-3.0-0.46","5","high"
"48","risky","74","blue-156","red-87","safe","risky","1263","bandit-task","54","257228","0.0-3.0-0.47","5","high"
"49","safe","49","blue-30","red-171","safe","risky","1054","bandit-task","55","260740","0.0-3.0-0.48","5","high"
"50","risky","51","blue-199","red-155","safe","risky","645","bandit-task","56","263989","0.0-3.0-0.49","5","high"
"51","risky","28","blue-26","red-43","safe","risky","1037","bandit-task","57","267868","0.0-3.0-0.50","5","high"
"52","safe","50","blue-1","red-61","safe","risky","702","bandit-task","58","271732","0.0-3.0-0.51","5","high"
"53","risky","30","blue-215","red-91","safe","risky","901","bandit-task","59","275556","0.0-3.0-0.52","5","high"
"54","risky","82","blue-98","red-28","safe","risky","1933","bandit-task","60","279900","0.0-3.0-0.53","5","high"
"55","risky","41","blue-102","red-190","safe","risky","598","bandit-task","61","282900","0.0-3.0-0.54","5","high"
"56","safe","50","blue-108","red-89","safe","risky","1254","bandit-task","62","286828","0.0-3.0-0.55","5","high"
