"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","57","blue-165","red-161","safe","risky","2971","bandit-task","10","412910","0.0-3.0-0.0","43","low"
"2","safe","50","blue-165","red-161","safe","risky","1782","bandit-task","11","417574","0.0-3.0-0.1","43","low"
"3","safe","50","blue-165","red-161","safe","risky","4615","bandit-task","12","424581","0.0-3.0-0.2","43","low"
"4","risky","34","blue-165","red-161","safe","risky","863","bandit-task","13","428685","0.0-3.0-0.3","43","low"
"5","risky","83","blue-165","red-161","safe","risky","567","bandit-task","14","431597","0.0-3.0-0.4","43","low"
"6","safe","51","blue-165","red-161","safe","risky","639","bandit-task","15","434717","0.0-3.0-0.5","43","low"
"7","safe","49","blue-165","red-161","safe","risky","463","bandit-task","16","437902","0.0-3.0-0.6","43","low"
"8","safe","50","blue-165","red-161","safe","risky","447","bandit-task","17","440741","0.0-3.0-0.7","43","low"
"9","safe","50","blue-165","red-161","safe","risky","495","bandit-task","18","443565","0.0-3.0-0.8","43","low"
"10","safe","50","blue-165","red-161","safe","risky","414","bandit-task","19","446357","0.0-3.0-0.9","43","low"
"11","safe","49","blue-165","red-161","safe","risky","374","bandit-task","20","449301","0.0-3.0-0.10","43","low"
"12","risky","56","blue-165","red-161","safe","risky","454","bandit-task","21","452093","0.0-3.0-0.11","43","low"
"13","risky","13","blue-165","red-161","safe","risky","878","bandit-task","22","455309","0.0-3.0-0.12","43","low"
"14","risky","24","blue-165","red-161","safe","risky","845","bandit-task","23","458677","0.0-3.0-0.13","43","low"
"15","risky","41","blue-165","red-161","safe","risky","646","bandit-task","24","461765","0.0-3.0-0.14","43","low"
"16","safe","50","blue-165","red-161","safe","risky","646","bandit-task","25","465836","0.0-3.0-0.15","43","low"
"17","safe","51","blue-165","red-161","safe","risky","2998","bandit-task","26","471148","0.0-3.0-0.16","43","low"
"18","risky","68","blue-165","red-161","safe","risky","702","bandit-task","27","474364","0.0-3.0-0.17","43","low"
"19","risky","40","blue-165","red-161","safe","risky","702","bandit-task","28","477484","0.0-3.0-0.18","43","low"
"20","safe","50","blue-165","red-161","safe","risky","693","bandit-task","29","480516","0.0-3.0-0.19","43","low"
"21","safe","50","blue-165","red-161","safe","risky","494","bandit-task","30","483364","0.0-3.0-0.20","43","low"
"22","risky","39","blue-165","red-161","safe","risky","430","bandit-task","31","486124","0.0-3.0-0.21","43","low"
"23","risky","33","blue-165","red-161","safe","risky","382","bandit-task","32","488892","0.0-3.0-0.22","43","low"
"24","risky","65","blue-165","red-161","safe","risky","462","bandit-task","33","491748","0.0-3.0-0.23","43","low"
"25","risky","48","blue-165","red-161","safe","risky","358","bandit-task","34","494524","0.0-3.0-0.24","43","low"
"26","risky","29","blue-165","red-161","safe","risky","414","bandit-task","35","497260","0.0-3.0-0.25","43","low"
"27","safe","47","blue-165","red-161","safe","risky","406","bandit-task","36","500012","0.0-3.0-0.26","43","low"
"28","safe","50","blue-165","red-161","safe","risky","334","bandit-task","37","502652","0.0-3.0-0.27","43","low"
"29","safe","50","blue-165","red-161","safe","risky","358","bandit-task","38","506172","0.0-3.0-0.28","43","low"
"30","safe","51","blue-165","red-161","safe","risky","302","bandit-task","39","508940","0.0-3.0-0.29","43","low"
