"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","red-15","blue-53","safe","risky","2399","bandit-task","7","124612","0.0-3.0-0.0","46","low"
"2","safe","51","red-15","blue-53","safe","risky","1166","bandit-task","8","128331","0.0-3.0-0.1","46","low"
"3","risky","78","red-15","blue-53","safe","risky","847","bandit-task","9","131523","0.0-3.0-0.2","46","low"
"4","safe","50","red-15","blue-53","safe","risky","575","bandit-task","10","134580","0.0-3.0-0.3","46","low"
"5","risky","61","red-15","blue-53","safe","risky","590","bandit-task","11","137507","0.0-3.0-0.4","46","low"
"6","safe","51","red-15","blue-53","safe","risky","534","bandit-task","12","140499","0.0-3.0-0.5","46","low"
"7","risky","72","red-15","blue-53","safe","risky","399","bandit-task","13","143267","0.0-3.0-0.6","46","low"
"8","risky","76","red-15","blue-53","safe","risky","591","bandit-task","14","146171","0.0-3.0-0.7","46","low"
"9","risky","68","red-15","blue-53","safe","risky","567","bandit-task","15","149035","0.0-3.0-0.8","46","low"
"10","risky","61","red-15","blue-53","safe","risky","519","bandit-task","16","151843","0.0-3.0-0.9","46","low"
"11","safe","50","red-15","blue-53","safe","risky","439","bandit-task","17","154828","0.0-3.0-0.10","46","low"
"12","risky","32","red-15","blue-53","safe","risky","670","bandit-task","18","157819","0.0-3.0-0.11","46","low"
"13","safe","51","red-15","blue-53","safe","risky","415","bandit-task","19","160715","0.0-3.0-0.12","46","low"
"14","safe","49","red-15","blue-53","safe","risky","647","bandit-task","20","163771","0.0-3.0-0.13","46","low"
"15","risky","71","red-15","blue-53","safe","risky","631","bandit-task","21","166667","0.0-3.0-0.14","46","low"
"16","risky","20","red-15","blue-53","safe","risky","439","bandit-task","22","169723","0.0-3.0-0.15","46","low"
"17","safe","49","red-15","blue-53","safe","risky","559","bandit-task","23","172587","0.0-3.0-0.16","46","low"
"18","safe","50","red-15","blue-53","safe","risky","430","bandit-task","24","175379","0.0-3.0-0.17","46","low"
"19","safe","49","red-15","blue-53","safe","risky","414","bandit-task","25","178139","0.0-3.0-0.18","46","low"
"20","risky","51","red-15","blue-53","safe","risky","663","bandit-task","26","181964","0.0-3.0-0.19","46","low"
"21","safe","51","red-15","blue-53","safe","risky","534","bandit-task","27","184781","0.0-3.0-0.20","46","low"
"22","safe","52","red-15","blue-53","safe","risky","374","bandit-task","28","187484","0.0-3.0-0.21","46","low"
"23","risky","51","red-15","blue-53","safe","risky","542","bandit-task","29","190588","0.0-3.0-0.22","46","low"
"24","safe","51","red-15","blue-53","safe","risky","1398","bandit-task","30","194180","0.0-3.0-0.23","46","low"
"25","safe","51","red-15","blue-53","safe","risky","366","bandit-task","31","197740","0.0-3.0-0.24","46","low"
"26","safe","51","red-15","blue-53","safe","risky","270","bandit-task","32","200308","0.0-3.0-0.25","46","low"
"27","safe","49","red-15","blue-53","safe","risky","318","bandit-task","33","203188","0.0-3.0-0.26","46","low"
"28","risky","13","red-15","blue-53","safe","risky","614","bandit-task","34","206084","0.0-3.0-0.27","46","low"
"29","risky","29","red-15","blue-53","safe","risky","382","bandit-task","35","208764","0.0-3.0-0.28","46","low"
"30","safe","49","red-15","blue-53","safe","risky","1318","bandit-task","36","212420","0.0-3.0-0.29","46","low"
"31","safe","51","red-15","blue-53","safe","risky","374","bandit-task","37","215220","0.0-3.0-0.30","46","low"
"32","safe","48","red-15","blue-53","safe","risky","318","bandit-task","38","217924","0.0-3.0-0.31","46","low"
"33","safe","50","red-15","blue-53","safe","risky","398","bandit-task","39","220796","0.0-3.0-0.32","46","low"
"34","safe","48","red-15","blue-53","safe","risky","357","bandit-task","40","223460","0.0-3.0-0.33","46","low"
"35","safe","51","red-15","blue-53","safe","risky","638","bandit-task","41","226660","0.0-3.0-0.34","46","low"
"36","safe","49","red-15","blue-53","safe","risky","422","bandit-task","42","229372","0.0-3.0-0.35","46","low"
"37","risky","32","red-15","blue-53","safe","risky","438","bandit-task","43","232148","0.0-3.0-0.36","46","low"
"38","risky","37","red-15","blue-53","safe","risky","350","bandit-task","44","234700","0.0-3.0-0.37","46","low"
"39","safe","50","red-15","blue-53","safe","risky","590","bandit-task","45","237588","0.0-3.0-0.38","46","low"
"40","safe","50","red-15","blue-53","safe","risky","414","bandit-task","46","240348","0.0-3.0-0.39","46","low"
"41","safe","51","red-15","blue-53","safe","risky","350","bandit-task","47","243242","0.0-3.0-0.40","46","low"
"42","safe","48","red-15","blue-53","safe","risky","565","bandit-task","48","246483","0.0-3.0-0.41","46","low"
"43","risky","24","red-15","blue-53","safe","risky","373","bandit-task","49","249122","0.0-3.0-0.42","46","low"
"44","safe","51","red-15","blue-53","safe","risky","438","bandit-task","50","251722","0.0-3.0-0.43","46","low"
"45","safe","48","red-15","blue-53","safe","risky","518","bandit-task","51","254386","0.0-3.0-0.44","46","low"
"46","safe","51","red-15","blue-53","safe","risky","438","bandit-task","52","257050","0.0-3.0-0.45","46","low"
"47","safe","50","red-15","blue-53","safe","risky","334","bandit-task","53","259666","0.0-3.0-0.46","46","low"
"48","safe","50","red-15","blue-53","safe","risky","342","bandit-task","54","262290","0.0-3.0-0.47","46","low"
"49","safe","49","red-15","blue-53","safe","risky","294","bandit-task","55","264778","0.0-3.0-0.48","46","low"
"50","safe","48","red-15","blue-53","safe","risky","326","bandit-task","56","267370","0.0-3.0-0.49","46","low"
"51","risky","63","red-15","blue-53","safe","risky","805","bandit-task","57","270362","0.0-3.0-0.50","46","low"
"52","risky","49","red-15","blue-53","safe","risky","685","bandit-task","58","273370","0.0-3.0-0.51","46","low"
